"iso3c","year","genus_cat","common_name","scientific_name","production_sector","pred_consumption"
"SOM",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Subsistence",113.8775871
"SOM",2019,"Pelagic Fish","Herrings, sardines, menhadens","Clupeidae","Subsistence",181.8577348
"SOM",2019,"Demersal Fish","Areolate grouper","Epinephelus areolatus","Subsistence",727.430939
"SOM",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Subsistence",727.430939
"SOM",2019,"Demersal Fish","Pink ear emperor","Lethrinus lentjan","Subsistence",727.430939
"SOM",2019,"Demersal Fish","Spangled emperor","Lethrinus nebulosus","Subsistence",1454.861878
"SOM",2019,"Demersal Fish","Longface emperor","Lethrinus olivaceus","Subsistence",727.430939
"SOM",2019,"Demersal Fish","Snappers","Lutjanidae","Subsistence",181.8577348
"SOM",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Subsistence",919.4049968
"SOM",2019,"Demersal Fish","Goatfishes","Mullidae","Subsistence",454.6443369
"SOM",2019,"Pelagic Fish","Indian oil sardine","Sardinella longiceps","Subsistence",727.430939
"SOM",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Subsistence",892.7561524
"SOM",2019,"Pelagic Fish","Bigeye scad","Selar crumenophthalmus","Subsistence",363.7154695
"SOM",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Subsistence",181.8577348
"ZAF",2019,"Moluscs; Other","Clams","Bivalvia","Subsistence",112.7806777
"ZAF",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Recreational",34.00616824
"ZAF",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Subsistence",112.7806777
"ZAF",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Recreational",15.52065382
"ZAF",2019,"Crustaceans","Shrimps and prawns","Dendrobranchiata","Subsistence",24.76571207
"ZAF",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Subsistence",191.7271522
"ZAF",2019,"Pelagic Fish","Snake mackerels","Gempylidae","Recreational",83.7006688
"ZAF",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Recreational",148.2458021
"ZAF",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Subsistence",191.7271522
"ZAF",2019,"Demersal Fish","Sea chubs, knifefishes, niblers","Kyphosidae","Recreational",40.32563803
"ZAF",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Recreational",12.41652306
"ZAF",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Recreational",437.8660526
"ZAF",2019,"Demersal Fish","Merluccid hakes","Merlucciidae","Recreational",25.11020065
"ZAF",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Recreational",32.22406461
"ZAF",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Subsistence",319.5452536
"ZAF",2019,"Crustaceans","Spiny lobsters","Palinuridae","Recreational",24.10100201
"ZAF",2019,"Demersal Fish","Perch-likes","Perciformes","Recreational",106.2943063
"ZAF",2019,"Demersal Fish","Perch-likes","Perciformes","Subsistence",95.86357609
"ZAF",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Recreational",318.7436488
"ZAF",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Subsistence",191.7271522
"ZAF",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Recreational",193.0363996
"ZAF",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Subsistence",191.7271522
"ZAF",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Recreational",135.8389794
"ZAF",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Recreational",494.9834444
"ZAF",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Subsistence",95.86357609
"ZAF",2019,"Moluscs; Other","Clams","Bivalvia","Subsistence",209.4498301
"ZAF",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Recreational",63.15431246
"ZAF",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Subsistence",209.4498301
"ZAF",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Recreational",28.82407137
"ZAF",2019,"Crustaceans","Shrimps and prawns","Dendrobranchiata","Subsistence",45.99346528
"ZAF",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Subsistence",356.0647112
"ZAF",2019,"Pelagic Fish","Snake mackerels","Gempylidae","Recreational",155.4440992
"ZAF",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Recreational",275.3136325
"ZAF",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Subsistence",356.0647112
"ZAF",2019,"Demersal Fish","Sea chubs, knifefishes, niblers","Kyphosidae","Recreational",74.89047062
"ZAF",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Recreational",23.0592571
"ZAF",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Recreational",813.1798118
"ZAF",2019,"Demersal Fish","Merluccid hakes","Merlucciidae","Recreational",46.63322976
"ZAF",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Recreational",59.84469141
"ZAF",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Subsistence",593.4411853
"ZAF",2019,"Crustaceans","Spiny lobsters","Palinuridae","Recreational",44.75900371
"ZAF",2019,"Demersal Fish","Perch-likes","Perciformes","Recreational",197.4037118
"ZAF",2019,"Demersal Fish","Perch-likes","Perciformes","Subsistence",178.0323556
"ZAF",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Recreational",591.9524905
"ZAF",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Subsistence",356.0647112
"ZAF",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Recreational",358.4961708
"ZAF",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Subsistence",356.0647112
"ZAF",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Recreational",252.2723904
"ZAF",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Recreational",919.2549681
"ZAF",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Subsistence",178.0323556
"CYP",2019,"Demersal Fish","European eel","Anguilla anguilla","Subsistence",0.022422272
"CYP",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Subsistence",0.017779422
"CYP",2019,"Pelagic Fish","Garfish","Belone belone","Subsistence",0.006086426
"CYP",2019,"Demersal Fish","Bogue","Boops boops","Subsistence",9.38622169
"CYP",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Subsistence",0.114057508
"CYP",2019,"Pelagic Fish","Herrings, sardines, menhadens","Clupeidae","Subsistence",0.093236281
"CYP",2019,"Demersal Fish","European conger","Conger conger","Subsistence",0.044469025
"CYP",2019,"Pelagic Fish","Common dentex","Dentex dentex","Subsistence",0.063935363
"CYP",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","Subsistence",0.295814624
"CYP",2019,"Pelagic Fish","Annular seabream","Diplodus annularis","Subsistence",0.021552464
"CYP",2019,"Demersal Fish","White seabream","Diplodus sargus sargus","Subsistence",1.381087205
"CYP",2019,"Demersal Fish","Painted eel","Echelus myrus","Subsistence",0.752508984
"CYP",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Subsistence",0.457304772
"CYP",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Subsistence",0.111991812
"CYP",2019,"Demersal Fish","White grouper","Epinephelus aeneus","Subsistence",0.093996991
"CYP",2019,"Demersal Fish","Dogtooth grouper","Epinephelus caninus","Subsistence",0.043104929
"CYP",2019,"Demersal Fish","Dusky grouper","Epinephelus marginatus","Recreational",18.69210099
"CYP",2019,"Demersal Fish","Dusky grouper","Epinephelus marginatus","Subsistence",9.661066024
"CYP",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Subsistence",0.712789204
"CYP",2019,"Cephalopods","Broadtail shortfin squid","Illex coindetii","Subsistence",0.181429286
"CYP",2019,"Demersal Fish","Wrasses, gropers, tuskfishes","Labridae","Subsistence",1.178785635
"CYP",2019,"Pelagic Fish","Leerfish","Lichia amia","Recreational",6.230699506
"CYP",2019,"Pelagic Fish","Leerfish","Lichia amia","Subsistence",4.042387628
"CYP",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Subsistence",0.682334029
"CYP",2019,"Demersal Fish","Frogfishes","Lophius","Subsistence",0.169459776
"CYP",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Recreational",48.28792241
"CYP",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Subsistence",41.87513992
"CYP",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Subsistence",0.327947369
"CYP",2019,"Demersal Fish","Atlantic goatfishes","Mullus","Subsistence",0.005605568
"CYP",2019,"Demersal Fish","Red mullet","Mullus barbatus barbatus","Subsistence",1.736263547
"CYP",2019,"Demersal Fish","Surmullet","Mullus surmuletus","Subsistence",3.092073242
"CYP",2019,"Demersal Fish","Mediterranean moray","Muraena helena","Subsistence",0.093996991
"CYP",2019,"Pelagic Fish","Smoothhounds","Mustelus","Subsistence",0.01553938
"CYP",2019,"Demersal Fish","Mottled grouper","Mycteroperca rubra","Recreational",15.57674876
"CYP",2019,"Demersal Fish","Mottled grouper","Mycteroperca rubra","Subsistence",10.10596907
"CYP",2019,"Pelagic Fish","Saddled seabream","Oblada melanura","Subsistence",0.367793108
"CYP",2019,"Cephalopods","Octopuses","Octopodidae","Subsistence",0.552365443
"CYP",2019,"Pelagic Fish","Axillary seabream","Pagellus acarne","Subsistence",0.125324539
"CYP",2019,"Pelagic Fish","Common pandora","Pagellus erythrinus","Subsistence",1.73806982
"CYP",2019,"Pelagic Fish","Red porgy","Pagrus pagrus","Subsistence",0.715166743
"CYP",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Subsistence",0.102988379
"CYP",2019,"Crustaceans","Commercial shrimps and prawns","Penaeidae","Subsistence",0.263762624
"CYP",2019,"Crustaceans","Golden shrimp","Plesionika martia","Subsistence",0.028748864
"CYP",2019,"Demersal Fish","Wreckfish","Polyprion americanus","Subsistence",0.00334342
"CYP",2019,"Pelagic Fish","Blue shark","Prionace glauca","Subsistence",0.028748864
"CYP",2019,"Demersal Fish","Stingrays","Rajidae","Subsistence",0.369092676
"CYP",2019,"Pelagic Fish","Oilfish","Ruvettus pretiosus","Subsistence",0.106847738
"CYP",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Recreational",12.46139654
"CYP",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Subsistence",7.755633108
"CYP",2019,"Pelagic Fish","Salema","Sarpa salpa","Subsistence",0.034801452
"CYP",2019,"Demersal Fish","Brown meagre","Sciaena umbra","Subsistence",0.011691994
"CYP",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Subsistence",0.161400762
"CYP",2019,"Demersal Fish","Scorpionfishes","Scorpaena","Subsistence",0.554069127
"CYP",2019,"Crustaceans","Mediterranean slipper lobster","Scyllarides latus","Subsistence",0.018761794
"CYP",2019,"Cephalopods","Common cuttlefish","Sepia officinalis","Subsistence",3.008912337
"CYP",2019,"Demersal Fish","Greater amberjack","Seriola dumerili","Recreational",9.346049259
"CYP",2019,"Demersal Fish","Greater amberjack","Seriola dumerili","Subsistence",4.869833269
"CYP",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Subsistence",0.024231991
"CYP",2019,"Demersal Fish","Groupers","Serranus","Subsistence",0.111994044
"CYP",2019,"Demersal Fish","Comber","Serranus cabrilla","Subsistence",9.004198393
"CYP",2019,"Demersal Fish","Painted comber","Serranus scriba","Subsistence",0.21017815
"CYP",2019,"Demersal Fish","Soles","Soleidae","Subsistence",0.01553938
"CYP",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Recreational",21.80745321
"CYP",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Subsistence",7.457173892
"CYP",2019,"Demersal Fish","Old parrotfish","Sparisoma cretense","Recreational",23.36512932
"CYP",2019,"Demersal Fish","Old parrotfish","Sparisoma cretense","Subsistence",14.35780515
"CYP",2019,"Demersal Fish","Barracudas","Sphyraenidae","Subsistence",0.641523734
"CYP",2019,"Demersal Fish","Picarels","Spicara","Subsistence",0.005388116
"CYP",2019,"Demersal Fish","Blotched picarel","Spicara maena","Subsistence",1.344539487
"CYP",2019,"Demersal Fish","Picarel","Spicara smaris","Subsistence",7.973043804
"CYP",2019,"Pelagic Fish","Black seabream","Spondyliosoma cantharus","Subsistence",0.008731536
"CYP",2019,"Pelagic Fish","Dogfishes","Squalus","Subsistence",0.222366125
"CYP",2019,"Demersal Fish","Puffers, tobies","Tetraodontidae","Subsistence",0.216941937
"CYP",2019,"Pelagic Fish","Mediterranean spearfish","Tetrapturus belone","Subsistence",0.028748864
"CYP",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","Subsistence",0.373898469
"CYP",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Subsistence",0.145496801
"CYP",2019,"Demersal Fish","Searobins, gurnards","Triglidae","Subsistence",0.475715051
"CYP",2019,"Demersal Fish","Shi drum","Umbrina cirrosa","Subsistence",0.008731536
"CYP",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Subsistence",2.20316103
"CYP",2019,"Pelagic Fish","John dory","Zeus faber","Subsistence",0.223676519
"ESP",2019,"Demersal Fish","Transparent goby","Aphia minuta","Subsistence",0.698582642
"ESP",2019,"Demersal Fish","Argentines","Argentina","Subsistence",0.060790026
"ESP",2019,"Pelagic Fish","European argentine","Argentina sphyraena","Subsistence",0.072988297
"ESP",2019,"Crustaceans","Blue and red shrimp","Aristeus antennatus","Subsistence",5.546942966
"ESP",2019,"Pelagic Fish","Silversides","Atherinidae","Subsistence",0.032525127
"ESP",2019,"Pelagic Fish","Bullet tuna","Auxis rochei","Subsistence",0.10371449
"ESP",2019,"Demersal Fish","Triggerfishes","Balistidae","Subsistence",0.001227572
"ESP",2019,"Pelagic Fish","Garfish","Belone belone","Subsistence",0.002910395
"ESP",2019,"Moluscs; Other","Purple dye murex","Bolinus brandaris","Subsistence",4.49e-05
"ESP",2019,"Demersal Fish","Bogue","Boops boops","Recreational",9.656772724
"ESP",2019,"Demersal Fish","Bogue","Boops boops","Subsistence",0.011469652
"ESP",2019,"Demersal Fish","Wide-eyed flounder","Bothus podas","Subsistence",0.001133657
"ESP",2019,"Pelagic Fish","Atlantic pomfret","Brama brama","Subsistence",0.008724129
"ESP",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Subsistence",0.138924713
"ESP",2019,"Pelagic Fish","Curled picarel","Centracanthus cirrus","Subsistence",0.05241277
"ESP",2019,"Pelagic Fish","Rudderfish","Centrolophus niger","Subsistence",0.014621321
"ESP",2019,"Pelagic Fish","Gulper shark","Centrophorus granulosus","Subsistence",0.000141361
"ESP",2019,"Pelagic Fish","Basking shark","Cetorhinus maximus","Subsistence",0.000812388
"ESP",2019,"Demersal Fish","Red gurnard","Chelidonichthys cuculus","Subsistence",0.140500424
"ESP",2019,"Demersal Fish","Tub gurnard","Chelidonichthys lucerna","Subsistence",0.001794875
"ESP",2019,"Pelagic Fish","Thinlip grey mullet","Chelon ramada","Subsistence",0.000811581
"ESP",2019,"Demersal Fish","European conger","Conger conger","Subsistence",0.180435599
"ESP",2019,"Demersal Fish","Rainbow wrasse","Coris julis","Recreational",82.26827532
"ESP",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Subsistence",2.335861786
"ESP",2019,"Demersal Fish","Common stingray","Dasyatis pastinaca","Subsistence",0.000217251
"ESP",2019,"Pelagic Fish","Common dentex","Dentex dentex","Subsistence",0.223649379
"ESP",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","Subsistence",0.001597755
"ESP",2019,"Pelagic Fish","Annular seabream","Diplodus annularis","Recreational",260.3614492
"ESP",2019,"Pelagic Fish","Annular seabream","Diplodus annularis","Subsistence",0.015837324
"ESP",2019,"Pelagic Fish","Sharpsnout seabream","Diplodus puntazzo","Subsistence",0.001348713
"ESP",2019,"Demersal Fish","White seabream","Diplodus sargus sargus","Recreational",52.55512848
"ESP",2019,"Demersal Fish","White seabream","Diplodus sargus sargus","Subsistence",0.14671491
"ESP",2019,"Pelagic Fish","Common two-banded seabream","Diplodus vulgaris","Recreational",70.19730941
"ESP",2019,"Pelagic Fish","Common two-banded seabream","Diplodus vulgaris","Subsistence",0.000270147
"ESP",2019,"Cephalopods","Horned octopus","Eledone cirrhosa","Subsistence",0.103617459
"ESP",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Subsistence",6.260386194
"ESP",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Subsistence",0.02039053
"ESP",2019,"Demersal Fish","Dogtooth grouper","Epinephelus caninus","Subsistence",0.005454499
"ESP",2019,"Demersal Fish","Dusky grouper","Epinephelus marginatus","Subsistence",0.041655305
"ESP",2019,"Demersal Fish","Lanternsharks","Etmopterus","Subsistence",0.018969516
"ESP",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Subsistence",0.020120462
"ESP",2019,"Demersal Fish","Blackmouth catshark","Galeus melastomus","Subsistence",0.362151348
"ESP",2019,"Crustaceans","Deepsea crabs","Geryon","Subsistence",0.151430086
"ESP",2019,"Crustaceans","Mediterranean geryon","Geryon longipes","Subsistence",0.031799616
"ESP",2019,"Demersal Fish","Gobies","Gobiidae","Subsistence",0.135082639
"ESP",2019,"Demersal Fish","Mediterranean sand eel","Gymnammodytes cicerelus","Subsistence",0.000992049
"ESP",2019,"Demersal Fish","Blackbelly rosefish","Helicolenus dactylopterus","Subsistence",0.008087102
"ESP",2019,"Pelagic Fish","Bluntnose sixgill shark","Hexanchus griseus","Subsistence",2.16e-05
"ESP",2019,"Crustaceans","European lobster","Homarus gammarus","Subsistence",0.001876519
"ESP",2019,"Pelagic Fish","Mediterranean slimehead","Hoplostethus mediterraneus mediterraneus","Subsistence",0.003967093
"ESP",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Subsistence",3.6e-05
"ESP",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Subsistence",0.018502397
"ESP",2019,"Demersal Fish","Wrasses, gropers, tuskfishes","Labridae","Recreational",75.95423161
"ESP",2019,"Demersal Fish","Wrasses, gropers, tuskfishes","Labridae","Subsistence",0.056448675
"ESP",2019,"Demersal Fish","Brown wrasse","Labrus merula","Recreational",0.742828671
"ESP",2019,"Demersal Fish","Green wrasse","Labrus viridis","Recreational",1.299950174
"ESP",2019,"Demersal Fish","Green wrasse","Labrus viridis","Subsistence",0.045362319
"ESP",2019,"Pelagic Fish","Porbeagle","Lamna nasus","Subsistence",0.000109638
"ESP",2019,"Demersal Fish","Four-spot megrim","Lepidorhombus boscii","Subsistence",0.160493093
"ESP",2019,"Pelagic Fish","Leerfish","Lichia amia","Subsistence",0.001490186
"ESP",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Recreational",121.0810734
"ESP",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Subsistence",0.000437708
"ESP",2019,"Cephalopods","Common pencil squids","Loliginidae","Subsistence",0.023379442
"ESP",2019,"Cephalopods","Common squids","Loligo","Subsistence",0.000753614
"ESP",2019,"Demersal Fish","Frogfishes","Lophius","Subsistence",0.00037126
"ESP",2019,"Demersal Fish","Blackbellied angler","Lophius budegassa","Subsistence",0.018081654
"ESP",2019,"Demersal Fish","Angler","Lophius piscatorius","Subsistence",0.54180218
"ESP",2019,"Moluscs; Other","Mactra surf clams","Mactridae","Subsistence",0.012243837
"ESP",2019,"Demersal Fish","Finfishes","Marine finfishes not identified","Subsistence",25.55566818
"ESP",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Subsistence",1.367283046
"ESP",2019,"Demersal Fish","European hake","Merluccius merluccius","Subsistence",1.012012858
"ESP",2019,"Pelagic Fish","Blue whiting","Micromesistius poutassou","Subsistence",0.570557291
"ESP",2019,"Crustaceans","Marine crabs, shrimps, lobsters nei","Miscellaneous marine crustaceans","Subsistence",15.73835679
"ESP",2019,"Moluscs; Other","Clams, seasnails, squids, octopuses","Mollusca","Subsistence",17.99068214
"ESP",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Recreational",7.056872375
"ESP",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Subsistence",8.8e-06
"ESP",2019,"Demersal Fish","Atlantic goatfishes","Mullus","Subsistence",1.668314543
"ESP",2019,"Demersal Fish","Red mullet","Mullus barbatus barbatus","Subsistence",0.135730994
"ESP",2019,"Demersal Fish","Surmullet","Mullus surmuletus","Subsistence",0.368436495
"ESP",2019,"Demersal Fish","Mediterranean moray","Muraena helena","Recreational",16.7136451
"ESP",2019,"Demersal Fish","Mediterranean moray","Muraena helena","Subsistence",0.239336903
"ESP",2019,"Demersal Fish","Moray eels","Muraenidae","Subsistence",0.105042904
"ESP",2019,"Moluscs; Other","Murex shells","Murex","Subsistence",0.022531398
"ESP",2019,"Pelagic Fish","Smooth-hound","Mustelus mustelus","Subsistence",0.168973419
"ESP",2019,"Demersal Fish","Mottled grouper","Mycteroperca rubra","Subsistence",0.002691233
"ESP",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Subsistence",0.358231537
"ESP",2019,"Pelagic Fish","Saddled seabream","Oblada melanura","Subsistence",0.003522682
"ESP",2019,"Cephalopods","Octopuses, pikas","Octopus","Subsistence",0.154241529
"ESP",2019,"Cephalopods","Common octopus","Octopus vulgaris","Subsistence",1.107600164
"ESP",2019,"Pelagic Fish","Axillary seabream","Pagellus acarne","Recreational",62.2119012
"ESP",2019,"Pelagic Fish","Axillary seabream","Pagellus acarne","Subsistence",0.056403666
"ESP",2019,"Pelagic Fish","Blackspot seabream","Pagellus bogaraveo","Subsistence",0.032634995
"ESP",2019,"Pelagic Fish","Common pandora","Pagellus erythrinus","Recreational",28.04178233
"ESP",2019,"Pelagic Fish","Common pandora","Pagellus erythrinus","Subsistence",0.000710268
"ESP",2019,"Pelagic Fish","Red porgy","Pagrus pagrus","Subsistence",0.365326645
"ESP",2019,"Crustaceans","Common spiny lobster","Palinurus elephas","Subsistence",16.26182451
"ESP",2019,"Crustaceans","Pink spiny lobster","Palinurus mauritanicus","Subsistence",0.743516274
"ESP",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Subsistence",0.076728611
"ESP",2019,"Crustaceans","Paromola","Paromola cuvieri","Subsistence",0.005659335
"ESP",2019,"Moluscs; Other","Great Mediterranean scallop","Pecten jacobaeus","Subsistence",0.013776628
"ESP",2019,"Demersal Fish","Perch-likes","Perciformes","Subsistence",0.375948787
"ESP",2019,"Demersal Fish","African armoured searobin","Peristedion cataphractum","Subsistence",0.002255542
"ESP",2019,"Pelagic Fish","Greater forkbeard","Phycis blennoides","Subsistence",0.334623216
"ESP",2019,"Pelagic Fish","Forkbeard","Phycis phycis","Subsistence",0.090140175
"ESP",2019,"Crustaceans","Soldier striped shrimp","Plesionika edwardsii","Subsistence",0.011640723
"ESP",2019,"Crustaceans","Arrow shrimp","Plesionika heterocarpus","Subsistence",0.06700823
"ESP",2019,"Demersal Fish","Righteye flounders","Pleuronectidae","Subsistence",0.026770618
"ESP",2019,"Demersal Fish","Wreckfish","Polyprion americanus","Subsistence",0.001724826
"ESP",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Subsistence",0.000762846
"ESP",2019,"Pelagic Fish","Blue shark","Prionace glauca","Subsistence",0.017669574
"ESP",2019,"Pelagic Fish","Ferrer's goby","Pseudaphya ferreri","Subsistence",0.103284635
"ESP",2019,"Demersal Fish","Stingrays, skates","Raja","Subsistence",1.26782968
"ESP",2019,"Demersal Fish","Mediterranean starry ray","Raja asterias","Subsistence",0.002151596
"ESP",2019,"Demersal Fish","Spotted ray","Raja montagui","Subsistence",0.158638159
"ESP",2019,"Moluscs; Other","Grooved carpet shell","Ruditapes decussatus","Subsistence",0.000241204
"ESP",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Subsistence",0.009773331
"ESP",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Subsistence",1.279532711
"ESP",2019,"Pelagic Fish","Round sardinella","Sardinella aurita","Subsistence",0.012202822
"ESP",2019,"Pelagic Fish","Salema","Sarpa salpa","Recreational",246.6191188
"ESP",2019,"Pelagic Fish","Salema","Sarpa salpa","Subsistence",7.6e-05
"ESP",2019,"Demersal Fish","Brown meagre","Sciaena umbra","Recreational",5.199800697
"ESP",2019,"Demersal Fish","Brown meagre","Sciaena umbra","Subsistence",0.370601321
"ESP",2019,"Pelagic Fish","Chub mackerels","Scomber","Subsistence",0.211283513
"ESP",2019,"Pelagic Fish","Atlantic mackerel","Scomber scombrus","Subsistence",0.000601684
"ESP",2019,"Demersal Fish","Turbots","Scophthalmidae","Subsistence",0.000772777
"ESP",2019,"Demersal Fish","Scorpionfishes","Scorpaena","Subsistence",0.494159779
"ESP",2019,"Demersal Fish","Black scorpionfish","Scorpaena porcus","Subsistence",0.154403744
"ESP",2019,"Demersal Fish","Red scorpionfish","Scorpaena scrofa","Recreational",3.34272902
"ESP",2019,"Demersal Fish","Red scorpionfish","Scorpaena scrofa","Subsistence",1.038117258
"ESP",2019,"Demersal Fish","Scorpionfishes, flatheads","Scorpaeniformes","Recreational",3.714143355
"ESP",2019,"Demersal Fish","Scorpionfishes, flatheads","Scorpaeniformes","Subsistence",0.042780381
"ESP",2019,"Demersal Fish","Small-spotted catshark","Scyliorhinus canicula","Subsistence",0.815071019
"ESP",2019,"Pelagic Fish","Nursehound","Scyliorhinus stellaris","Subsistence",0.004012937
"ESP",2019,"Crustaceans","Mediterranean slipper lobster","Scyllarides latus","Subsistence",0.000266071
"ESP",2019,"Crustaceans","Small European locust lobster","Scyllarus arctus","Subsistence",4.35e-05
"ESP",2019,"Cephalopods","Elegant cuttlefish","Sepia elegans","Subsistence",0.002643609
"ESP",2019,"Cephalopods","Common cuttlefish","Sepia officinalis","Subsistence",0.672680984
"ESP",2019,"Demersal Fish","Greater amberjack","Seriola dumerili","Subsistence",0.406658617
"ESP",2019,"Demersal Fish","Groupers","Serranus","Subsistence",2.73e-05
"ESP",2019,"Demersal Fish","Comber","Serranus cabrilla","Recreational",470.5819631
"ESP",2019,"Demersal Fish","Comber","Serranus cabrilla","Subsistence",0.125182218
"ESP",2019,"Demersal Fish","Painted comber","Serranus scriba","Recreational",274.6609011
"ESP",2019,"Demersal Fish","Painted comber","Serranus scriba","Subsistence",0.026777524
"ESP",2019,"Demersal Fish","Common sole","Solea solea","Subsistence",0.063542324
"ESP",2019,"Demersal Fish","Gilthead seabream","Sparus aurata","Subsistence",0.009105296
"ESP",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Subsistence",0.056216459
"ESP",2019,"Demersal Fish","Picarels","Spicara","Subsistence",1.009751415
"ESP",2019,"Demersal Fish","Blotched picarel","Spicara maena","Subsistence",0.001727864
"ESP",2019,"Demersal Fish","Picarel","Spicara smaris","Subsistence",1.628043698
"ESP",2019,"Pelagic Fish","Black seabream","Spondyliosoma cantharus","Recreational",30.08456118
"ESP",2019,"Pelagic Fish","Black seabream","Spondyliosoma cantharus","Subsistence",0.239104956
"ESP",2019,"Pelagic Fish","Picked dogfish","Squalus acanthias","Subsistence",0.076370579
"ESP",2019,"Demersal Fish","Longnose spurdog","Squalus blainville","Subsistence",0.011366957
"ESP",2019,"Pelagic Fish","Mediterranean spearfish","Tetrapturus belone","Subsistence",0.003469452
"ESP",2019,"Demersal Fish","Ornate wrasse","Thalassoma pavo","Recreational",12.62808741
"ESP",2019,"Pelagic Fish","Albacore","Thunnus alalunga","Subsistence",0.130649222
