"iso3c","year","genus_cat","common_name","scientific_name","production_sector","pred_consumption"
"ALB",2019,"Cephalopods","Common squids","Loligo","Artisanal",0
"ALB",2019,"Cephalopods","Common squids","Loligo","Industrial",0
"ALB",2019,"Cephalopods","Common octopus","Octopus vulgaris","Artisanal",0
"ALB",2019,"Cephalopods","Common octopus","Octopus vulgaris","Industrial",0
"ALB",2019,"Cephalopods","Common cuttlefish","Sepia officinalis","Industrial",0
"ALB",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Industrial",0
"ALB",2019,"Demersal Fish","European eel","Anguilla anguilla","Artisanal",0.941830668065956
"ALB",2019,"Demersal Fish","Bogue","Boops boops","Artisanal",55.8429802377868
"ALB",2019,"Demersal Fish","Bogue","Boops boops","Industrial",24.1535322931225
"ALB",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Industrial",12.0562873226975
"ALB",2019,"Demersal Fish","Picarels","Spicara","Artisanal",96.3436783263731
"ALB",2019,"Demersal Fish","Picarels","Spicara","Industrial",9.67545644803196
"ALB",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","aquaculture",697.800984913118
"ALB",2019,"Demersal Fish","Gilthead seabream","Sparus aurata","aquaculture",1676.0906010168
"ALB",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",795.3892998
"ALB",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",3796.939889
"ALB",2019,"Pelagic Fish","Common dentex","Dentex dentex","Artisanal",0
"ALB",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Industrial",0
"ALB",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",0
"ALB",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Industrial",0
"ALB",2019,"Pelagic Fish","Round sardinella","Sardinella aurita","Artisanal",0
"ALB",2019,"Moluscs; Other","Mediterranean mussel","Mytilus galloprovincialis","aquaculture",947.67
"DZA",2019,"Cephalopods","Common squids","Loligo","Artisanal",0
"DZA",2019,"Cephalopods","Common squids","Loligo","Industrial",0
"DZA",2019,"Cephalopods","Octopuses, argonauts","Octopoda","Artisanal",0
"DZA",2019,"Cephalopods","Octopuses, argonauts","Octopoda","Industrial",0
"DZA",2019,"Cephalopods","Common octopus","Octopus vulgaris","Artisanal",0
"DZA",2019,"Cephalopods","Common cuttlefish","Sepia officinalis","Artisanal",0
"DZA",2019,"Cephalopods","Common cuttlefish","Sepia officinalis","Industrial",0
"DZA",2019,"Crustaceans","Blue and red shrimp","Aristeus antennatus","Artisanal",167.470329828749
"DZA",2019,"Crustaceans","Blue and red shrimp","Aristeus antennatus","Industrial",2720.1480990419
"DZA",2019,"Crustaceans","Common shrimp","Crangon crangon","Industrial",627.180524695787
"DZA",2019,"Crustaceans","Crabs, lobsters, shrimps","Decapoda","Industrial",412.147550155731
"DZA",2019,"Crustaceans","Shrimps and prawns","Dendrobranchiata","Artisanal",20.8444212727167
"DZA",2019,"Crustaceans","Marine crabs, shrimps, lobsters nei","Miscellaneous marine crustaceans","Artisanal",62.1284365231126
"DZA",2019,"Crustaceans","Marine crabs, shrimps, lobsters nei","Miscellaneous marine crustaceans","Industrial",224.242380512735
"DZA",2019,"Crustaceans","Clawed lobsters","Nephropidae","Artisanal",1160.52485121558
"DZA",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Artisanal",8.25408841846308
"DZA",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Industrial",482.552205654621
"DZA",2019,"Crustaceans","Spiny lobsters","Palinuridae","Industrial",25.9531646059319
"DZA",2019,"Crustaceans","Spiny lobsters","Palinurus","Artisanal",2.34128419719955
"DZA",2019,"Crustaceans","Spiny lobsters","Palinurus","Industrial",8.66440774463542
"DZA",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Artisanal",216.624400113754
"DZA",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Industrial",2771.96883939018
"DZA",2019,"Crustaceans","Slipper lobsters","Scyllaridae","Artisanal",20.6645502609039
"DZA",2019,"Demersal Fish","Batoids, skates, rays, sawfishes","Batoidea","Artisanal",312.664989104114
"DZA",2019,"Demersal Fish","Batoids, skates, rays, sawfishes","Batoidea","Industrial",0.0155085273431648
"DZA",2019,"Demersal Fish","Bogue","Boops boops","Artisanal",901.436067437666
"DZA",2019,"Demersal Fish","Bogue","Boops boops","Industrial",2902.15203944223
"DZA",2019,"Demersal Fish","Red gurnard","Chelidonichthys cuculus","Artisanal",5.73233288473243
"DZA",2019,"Demersal Fish","European conger","Conger conger","Artisanal",13.6052589486135
"DZA",2019,"Demersal Fish","European conger","Conger conger","Industrial",50.9274331127743
"DZA",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","Artisanal",0.365852885079453
"DZA",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","Industrial",1.44338151131323
"DZA",2019,"Demersal Fish","White seabream","Diplodus sargus sargus","Artisanal",18.5625141446394
"DZA",2019,"Demersal Fish","White seabream","Diplodus sargus sargus","Industrial",66.791367130483
"DZA",2019,"Demersal Fish","Blue skate","Dipturus batis","Artisanal",0.244604928899388
"DZA",2019,"Demersal Fish","Blue skate","Dipturus batis","Industrial",0.468832473782477
"DZA",2019,"Demersal Fish","Longnosed skate","Dipturus oxyrinchus","Artisanal",15.4101104996703
"DZA",2019,"Demersal Fish","Longnosed skate","Dipturus oxyrinchus","Industrial",30.1896836403107
"DZA",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",2761.1850527541
"DZA",2019,"Demersal Fish","Blackmouth catshark","Galeus melastomus","Artisanal",0.00937899914135464
"DZA",2019,"Demersal Fish","Blackmouth catshark","Galeus melastomus","Industrial",0.0142757730009296
"DZA",2019,"Demersal Fish","Sandy ray","Leucoraja circularis","Artisanal",0.570744833098995
"DZA",2019,"Demersal Fish","Sandy ray","Leucoraja circularis","Industrial",1.03525927311969
"DZA",2019,"Demersal Fish","Cuckoo ray","Leucoraja naevus","Artisanal",0.89688473829818
"DZA",2019,"Demersal Fish","Cuckoo ray","Leucoraja naevus","Industrial",1.68877301236328
"DZA",2019,"Demersal Fish","Frogfishes","Lophius","Artisanal",23.2370352036897
"DZA",2019,"Demersal Fish","Frogfishes","Lophius","Industrial",83.3078787805624
"DZA",2019,"Demersal Fish","Goatfishes","Mullidae","Artisanal",1792.8404397317
"DZA",2019,"Demersal Fish","Goatfishes","Mullidae","Industrial",3260.83695984923
"DZA",2019,"Demersal Fish","Atlantic goatfishes","Mullus","Artisanal",1634.45659913628
"DZA",2019,"Demersal Fish","Stingrays, skates","Raja","Artisanal",3.75060890579231
"DZA",2019,"Demersal Fish","Stingrays, skates","Raja","Industrial",7.50220408822745
"DZA",2019,"Demersal Fish","Mediterranean starry ray","Raja asterias","Artisanal",6.44126312068685
"DZA",2019,"Demersal Fish","Mediterranean starry ray","Raja asterias","Industrial",12.6663291103053
"DZA",2019,"Demersal Fish","Blonde ray","Raja brachyura","Artisanal",6.11512321548767
"DZA",2019,"Demersal Fish","Blonde ray","Raja brachyura","Industrial",11.9107945056611
"DZA",2019,"Demersal Fish","Thornback ray","Raja clavata","Artisanal",10.8441518308801
"DZA",2019,"Demersal Fish","Thornback ray","Raja clavata","Industrial",18.8453397129244
"DZA",2019,"Demersal Fish","Spotted ray","Raja montagui","Artisanal",3.17986407169374
"DZA",2019,"Demersal Fish","Spotted ray","Raja montagui","Industrial",6.27660308195512
"DZA",2019,"Demersal Fish","Speckled ray","Raja polystigma","Artisanal",0.326139905199184
"DZA",2019,"Demersal Fish","Speckled ray","Raja polystigma","Industrial",0.489209856799199
"DZA",2019,"Demersal Fish","Undulate ray","Raja undulata","Artisanal",0.733814785698588
"DZA",2019,"Demersal Fish","Undulate ray","Raja undulata","Industrial",1.40904649866863
"DZA",2019,"Demersal Fish","Stingrays","Rajidae","Artisanal",0.163069952599592
"DZA",2019,"Demersal Fish","Stingrays","Rajidae","Industrial",0.326139905199184
"DZA",2019,"Demersal Fish","Scorpionfishes","Scorpaena","Artisanal",4632.4683632546
"DZA",2019,"Demersal Fish","Scorpionfishes","Scorpaena","Industrial",83.6389756621456
"DZA",2019,"Demersal Fish","Catsharks","Scyliorhinus","Artisanal",12.7932864664705
"DZA",2019,"Demersal Fish","Small-spotted catshark","Scyliorhinus canicula","Industrial",0.0142757730009296
"DZA",2019,"Demersal Fish","Greater amberjack","Seriola dumerili","Artisanal",40.0720974744835
"DZA",2019,"Demersal Fish","Greater amberjack","Seriola dumerili","Industrial",114.2855140178
"DZA",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",1.68098546477627
"DZA",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Industrial",6.28564334143904
"DZA",2019,"Demersal Fish","Soles","Solea","Artisanal",38.7439776075444
"DZA",2019,"Demersal Fish","Common sole","Solea solea","Artisanal",25.2182613892783
"DZA",2019,"Demersal Fish","Common sole","Solea solea","Industrial",90.9225919349572
"DZA",2019,"Demersal Fish","Gilthead seabream","Sparus aurata","Artisanal",6745.57026373397
"DZA",2019,"Demersal Fish","Barracudas","Sphyraenidae","Artisanal",134.378281593648
"DZA",2019,"Demersal Fish","Barracudas","Sphyraenidae","Industrial",96.9333481268549
"DZA",2019,"Demersal Fish","Greater weever","Trachinus draco","Artisanal",0.118323124864585
"DZA",2019,"Demersal Fish","Greater weever","Trachinus draco","Industrial",0.431444233155292
"DZA",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",6940.025106
"DZA",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",13007.0323335
"DZA",2019,"Pelagic Fish","Thresher","Alopias vulpinus","Artisanal",3.28758237893249
"DZA",2019,"Pelagic Fish","Thresher","Alopias vulpinus","Industrial",23.1924059555015
"DZA",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Artisanal",107.902790956305
"DZA",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Industrial",387.471992934116
"DZA",2019,"Pelagic Fish","Bullet tuna","Auxis rochei","Industrial",894.943882842781
"DZA",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Artisanal",0.188125126570534
"DZA",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Industrial",0.10071892881287
"DZA",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Artisanal",0.519232948799587
"DZA",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Industrial",0.965773284213453
"DZA",2019,"Pelagic Fish","Copper shark","Carcharhinus brachyurus","Artisanal",0.40432454656636
"DZA",2019,"Pelagic Fish","Copper shark","Carcharhinus brachyurus","Industrial",0.517941584444997
"DZA",2019,"Pelagic Fish","Spinner shark","Carcharhinus brevipinna","Industrial",0.0519232952755149
"DZA",2019,"Pelagic Fish","Sandbar shark","Carcharhinus plumbeus","Artisanal",0.284147895707667
"DZA",2019,"Pelagic Fish","Sandbar shark","Carcharhinus plumbeus","Industrial",0.434287285524408
"DZA",2019,"Pelagic Fish","Gulper shark","Centrophorus granulosus","Artisanal",4.81751435322576
"DZA",2019,"Pelagic Fish","Basking shark","Cetorhinus maximus","Artisanal",123.970024651399
"DZA",2019,"Pelagic Fish","Basking shark","Cetorhinus maximus","Industrial",165.217399604247
"DZA",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Industrial",92.5883421189869
"DZA",2019,"Pelagic Fish","Herrings, shads, anchovies","Clupeiformes","Artisanal",57.8391400361928
"DZA",2019,"Pelagic Fish","Herrings, shads, anchovies","Clupeiformes","Industrial",160.842749970607
"DZA",2019,"Pelagic Fish","Common dentex","Dentex dentex","Artisanal",1.25836517706084
"DZA",2019,"Pelagic Fish","Common dentex","Dentex dentex","Industrial",4.26953245927774
"DZA",2019,"Pelagic Fish","Common two-banded seabream","Diplodus vulgaris","Artisanal",75.8021715459
"DZA",2019,"Pelagic Fish","Bramble shark","Echinorhinus brucus","Artisanal",3.28758237893249
"DZA",2019,"Pelagic Fish","Bramble shark","Echinorhinus brucus","Industrial",4.5879062293673
"DZA",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Artisanal",2185.8413773056
"DZA",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Industrial",7963.19648390151
"DZA",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Artisanal",6475.96833072801
"DZA",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Industrial",232.269370340119
"DZA",2019,"Pelagic Fish","Sharpnose sevengill shark","Heptranchias perlo","Artisanal",0.407108165404544
"DZA",2019,"Pelagic Fish","Sharpnose sevengill shark","Heptranchias perlo","Industrial",0.554043235684043
"DZA",2019,"Pelagic Fish","Bluntnose sixgill shark","Hexanchus griseus","Artisanal",16.3445505689257
"DZA",2019,"Pelagic Fish","Bluntnose sixgill shark","Hexanchus griseus","Industrial",23.31037630078
"DZA",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Artisanal",3.28758237893249
"DZA",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Industrial",4.66059884275302
"DZA",2019,"Pelagic Fish","Leerfish","Lichia amia","Artisanal",1.11598313346391
"DZA",2019,"Pelagic Fish","Leerfish","Lichia amia","Industrial",4.1251362712936
"DZA",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Artisanal",6.67686935433759
"DZA",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Industrial",25.5609594411453
"DZA",2019,"Pelagic Fish","Mullets","Liza","Artisanal",634.012600363521
"DZA",2019,"Pelagic Fish","Mullets","Liza","Industrial",157.609718453931
"DZA",2019,"Pelagic Fish","Pelagic fishes","Marine pelagic fishes not identified","Industrial",7.388231120821
"DZA",2019,"Pelagic Fish","Saddled seabream","Oblada melanura","Artisanal",4.14989039270943
"DZA",2019,"Pelagic Fish","Saddled seabream","Oblada melanura","Industrial",15.0642511271779
"DZA",2019,"Pelagic Fish","Plain bonito","Orcynopsis unicolor","Artisanal",0.110589352965349
"DZA",2019,"Pelagic Fish","Plain bonito","Orcynopsis unicolor","Industrial",1.35296851855184
"DZA",2019,"Pelagic Fish","Angular roughshark","Oxynotus centrina","Artisanal",0.00927872748283373
"DZA",2019,"Pelagic Fish","Angular roughshark","Oxynotus centrina","Industrial",0.020769318110206
"DZA",2019,"Pelagic Fish","Pandoras","Pagellus","Artisanal",3813.19181995569
"DZA",2019,"Pelagic Fish","Axillary seabream","Pagellus acarne","Artisanal",73.1534261713641
"DZA",2019,"Pelagic Fish","Blackspot seabream","Pagellus bogaraveo","Artisanal",412.892932280691
"DZA",2019,"Pelagic Fish","Common pandora","Pagellus erythrinus","Artisanal",82.1467925817482
"DZA",2019,"Pelagic Fish","Common pandora","Pagellus erythrinus","Industrial",294.976470851898
"DZA",2019,"Pelagic Fish","Subtropical seabreams","Pagrus","Artisanal",4060.83229696
"DZA",2019,"Pelagic Fish","Subtropical seabreams","Pagrus","Industrial",172.385515644987
"DZA",2019,"Pelagic Fish","Red porgy","Pagrus pagrus","Artisanal",7.01920799753851
"DZA",2019,"Pelagic Fish","Red porgy","Pagrus pagrus","Industrial",25.0702872269185
"DZA",2019,"Pelagic Fish","Greater forkbeard","Phycis blennoides","Artisanal",20.9364198301864
"DZA",2019,"Pelagic Fish","Greater forkbeard","Phycis blennoides","Industrial",74.9068429451151
"DZA",2019,"Pelagic Fish","Blue shark","Prionace glauca","Industrial",3.46111658804741
"DZA",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",1779.33290473891
"DZA",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",531.720698486238
"DZA",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Artisanal",22569.0738950624
"DZA",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Industrial",22781.7326847555
"DZA",2019,"Pelagic Fish","Sardinellas","Sardinella","Artisanal",5373.50405462326
"DZA",2019,"Pelagic Fish","Sardinellas","Sardinella","Industrial",19879.609369914
"DZA",2019,"Pelagic Fish","Salema","Sarpa salpa","Artisanal",1054.77637392029
"DZA",2019,"Pelagic Fish","Salema","Sarpa salpa","Industrial",67.5141994949675
"DZA",2019,"Pelagic Fish","Atlantic mackerel","Scomber scombrus","Artisanal",104.70033310423
"DZA",2019,"Pelagic Fish","Atlantic mackerel","Scomber scombrus","Industrial",413.557152692877
"DZA",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",845.432567924029
"DZA",2019,"Pelagic Fish","Nursehound","Scyliorhinus stellaris","Artisanal",0.0191136791458471
"DZA",2019,"Pelagic Fish","Nursehound","Scyliorhinus stellaris","Industrial",0.0543569942377572
"DZA",2019,"Pelagic Fish","Dogfish sharks","Squalidae","Artisanal",0.156528672349485
"DZA",2019,"Pelagic Fish","Dogfish sharks","Squalidae","Industrial",0.206516478595579
"DZA",2019,"Pelagic Fish","Picked dogfish","Squalus acanthias","Artisanal",0.656491409544414
"DZA",2019,"Pelagic Fish","Picked dogfish","Squalus acanthias","Industrial",3.13095902823318
"DZA",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","Artisanal",240.165649963775
"DZA",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","Industrial",1420.98224521138
"DZA",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Artisanal",4894.01142299839
"DZA",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Industrial",9987.27653633292
"DZA",2019,"Pelagic Fish","Houndsharks","Triakidae","Artisanal",0.558738952336856
"DZA",2019,"Pelagic Fish","Houndsharks","Triakidae","Industrial",0.829034529902131
"DZA",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Artisanal",1139.07468873776
"DZA",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Industrial",511.740920899616
"DZA",2019,"Pelagic Fish","John dory","Zeus faber","Artisanal",3.35490696167929
"DZA",2019,"Pelagic Fish","John dory","Zeus faber","Industrial",9.36222427326063
"DZA",2019,"Moluscs; Other","Clams, seasnails, squids, octopuses","Mollusca","Artisanal",4.64
"ASM",2019,"Cephalopods","Octopuses","Octopodidae","Artisanal",0.017728073
"ASM",2019,"Crustaceans","Spiny lobsters","Panulirus","Artisanal",0.194587313
"ASM",2019,"Demersal Fish","Surgeons, tangs, unicornfishes","Acanthuridae","Artisanal",1.181443223
"ASM",2019,"Demersal Fish","Rusty jobfish","Aphareus rutilans","Artisanal",1.22043732
"ASM",2019,"Demersal Fish","Green jobfish","Aprion virescens","Artisanal",0.765589636
"ASM",2019,"Demersal Fish","Triggerfishes","Balistidae","Artisanal",0.022160091
"ASM",2019,"Demersal Fish","Bigeye trevally","Caranx sexfasciatus","Artisanal",0.257105592
"ASM",2019,"Demersal Fish","Peacock hind","Cephalopholis argus","Artisanal",0.008363359
"ASM",2019,"Demersal Fish","Tomato hind","Cephalopholis sonnerati","Artisanal",0.077380228
"ASM",2019,"Demersal Fish","Darkfin hind","Cephalopholis urodeta","Artisanal",0.013283282
"ASM",2019,"Demersal Fish","Blacktip grouper","Epinephelus fasciatus","Artisanal",0.025033878
"ASM",2019,"Demersal Fish","Deep-water red snapper","Etelis carbunculus","Artisanal",0.39140213
"ASM",2019,"Demersal Fish","Deepwater longtail red snapper","Etelis coruscans","Artisanal",0.358617967
"ASM",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",0.366541956
"ASM",2019,"Demersal Fish","Sea chubs, knifefishes, niblers","Kyphosidae","Artisanal",0.016085544
"ASM",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Artisanal",3.177790268
"ASM",2019,"Demersal Fish","Longface emperor","Lethrinus olivaceus","Artisanal",0.151702747
"ASM",2019,"Demersal Fish","Spotcheek emperor","Lethrinus rubrioperculatus","Artisanal",0.03191564
"ASM",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",0.39677675
"ASM",2019,"Demersal Fish","Snappers","Lutjanus","Artisanal",0.012772387
"ASM",2019,"Demersal Fish","Two-spot red snapper","Lutjanus bohar","Artisanal",0.11009542
"ASM",2019,"Demersal Fish","Humpback red snapper","Lutjanus gibbus","Artisanal",0.608126543
"ASM",2019,"Demersal Fish","Common bluestripe snapper","Lutjanus kasmira","Artisanal",1.878463024
"ASM",2019,"Demersal Fish","Malabar blood snapper","Lutjanus malabaricus","Artisanal",0.001021791
"ASM",2019,"Demersal Fish","One-spot snapper","Lutjanus monostigma","Artisanal",0.012575692
"ASM",2019,"Demersal Fish","Goatfishes","Mullidae","Artisanal",0.126630552
"ASM",2019,"Demersal Fish","Unicornfishes","Naso","Artisanal",0.508277132
"ASM",2019,"Demersal Fish","Ornate jobfish","Pristipomoides argyrogrammicus","Artisanal",0.008685223
"ASM",2019,"Demersal Fish","Goldflag jobfish","Pristipomoides auricilla","Artisanal",0.00229903
"ASM",2019,"Demersal Fish","Crimson jobfish","Pristipomoides filamentosus","Artisanal",0.016859551
"ASM",2019,"Demersal Fish","Golden eye jobfish","Pristipomoides flavipinnis","Artisanal",0.001532686
"ASM",2019,"Demersal Fish","Oblique-banded snapper","Pristipomoides zonatus","Artisanal",0.031420071
"ASM",2019,"Demersal Fish","Sabre squirrelfish","Sargocentron spiniferum","Artisanal",0.006130746
"ASM",2019,"Demersal Fish","Parrotfishes","Scaridae","Artisanal",1.458565699
"ASM",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",0.534595912
"ASM",2019,"Demersal Fish","Spinefoots","Siganus","Artisanal",0.007597016
"ASM",2019,"Demersal Fish","Yellow-edged lyretail","Variola louti","Artisanal",0.410318034
"ASM",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",0.193828633
"ASM",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Industrial",35.400150777
"ASM",2019,"Pelagic Fish","Thresher sharks","Alopias","Artisanal",0.066416411
"ASM",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",0.06287846
"ASM",2019,"Pelagic Fish","Black jack","Caranx lugubris","Artisanal",0.150762699
"ASM",2019,"Pelagic Fish","Oceanic whitetip shark","Carcharhinus longimanus","Artisanal",0.481518982
"ASM",2019,"Pelagic Fish","Blacktip reef shark","Carcharhinus melanopterus","Artisanal",0.049812308
"ASM",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Industrial",3.500918642
"ASM",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",0.416121807
"ASM",2019,"Pelagic Fish","Mako sharks","Isurus","Artisanal",0.016604103
"ASM",2019,"Pelagic Fish","Opahs","Lampris","Artisanal",1.72649972
"ASM",2019,"Pelagic Fish","Ocean sunfish","Mola mola","Artisanal",0.016604103
"ASM",2019,"Pelagic Fish","Cocoa snapper","Paracaesio stonei","Artisanal",0.017370446
"ASM",2019,"Pelagic Fish","Blue shark","Prionace glauca","Artisanal",0.597747702
"ASM",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",0.876249595
"ASM",2019,"Pelagic Fish","Hammerhead sharks","Sphyrna","Artisanal",0.016604103
"AGO",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Artisanal",85.3613791439904
"AGO",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Industrial",192.751876709093
"AGO",2019,"Cephalopods","Octopuses","Octopodidae","Artisanal",55.8609414447729
"AGO",2019,"Cephalopods","Octopuses","Octopodidae","Industrial",125.915820120329
"AGO",2019,"Cephalopods","Squids","Teuthida","Artisanal",413.813445576162
"AGO",2019,"Cephalopods","Squids","Teuthida","Industrial",932.197838615653
"AGO",2019,"Crustaceans","Striped red shrimp","Aristeus varidens","Artisanal",0
"AGO",2019,"Crustaceans","Striped red shrimp","Aristeus varidens","Industrial",0
"AGO",2019,"Crustaceans","Crabs, lobsters, shrimps","Decapoda","Artisanal",0
"AGO",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Artisanal",0
"AGO",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Industrial",0
"AGO",2019,"Demersal Fish","Sea catfishes, coblers","Ariidae","Artisanal",594.657925422197
"AGO",2019,"Demersal Fish","Sea catfishes, coblers","Ariidae","Industrial",1376.78280588233
"AGO",2019,"Demersal Fish","Bigeye grunt","Brachydeuterus auritus","Artisanal",442.613324300603
"AGO",2019,"Demersal Fish","Bigeye grunt","Brachydeuterus auritus","Industrial",816.426647254419
"AGO",2019,"Demersal Fish","Jacks","Caranx","Artisanal",41.7503303260153
"AGO",2019,"Demersal Fish","Crevalle jack","Caranx hippos","Artisanal",1.94616459796251
"AGO",2019,"Demersal Fish","Crevalle jack","Caranx hippos","Industrial",4.40694208248708
"AGO",2019,"Demersal Fish","Tonguesoles","Cynoglossus","Artisanal",73.1919371564644
"AGO",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Artisanal",510.61398465247
"AGO",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Industrial",1150.53831986795
"AGO",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",177.310044339704
"AGO",2019,"Demersal Fish","Lesser African threadfin","Galeoides decadactylus","Artisanal",92.2630755762698
"AGO",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",238.674433962906
"AGO",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Industrial",538.180348188288
"AGO",2019,"Demersal Fish","Shallow-water Cape hake","Merluccius capensis","Artisanal",2914.68205536121
"AGO",2019,"Demersal Fish","Shallow-water Cape hake","Merluccius capensis","Industrial",8105.33771115789
"AGO",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",35.5387953703846
"AGO",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Industrial",9.2777728060253
"AGO",2019,"Demersal Fish","Rubberlip grunt","Plectorhinchus mediterraneus","Artisanal",118.550320468967
"AGO",2019,"Demersal Fish","Flatfishes","Pleuronectiformes","Artisanal",3788.90606197669
"AGO",2019,"Demersal Fish","Flatfishes","Pleuronectiformes","Industrial",8535.79976780913
"AGO",2019,"Demersal Fish","Threadfins","Polynemidae","Artisanal",501.655595028097
"AGO",2019,"Demersal Fish","Threadfins","Polynemidae","Industrial",1130.83412858558
"AGO",2019,"Demersal Fish","Grunters","Pomadasys","Artisanal",182.464405077655
"AGO",2019,"Demersal Fish","Bastard grunt","Pomadasys incisus","Artisanal",6.70067029711392
"AGO",2019,"Demersal Fish","African croakers","Pseudotolithus","Artisanal",1263.02157953788
"AGO",2019,"Demersal Fish","African croakers","Pseudotolithus","Industrial",2848.3039406344
"AGO",2019,"Demersal Fish","Stingrays","Rajidae","Artisanal",52.0590538515766
"AGO",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Artisanal",96.5012095490784
"AGO",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Industrial",217.378005919867
"AGO",2019,"Demersal Fish","African moonfish","Selene dorsalis","Artisanal",65.9758306235823
"AGO",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",8.26098069313293
"AGO",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Industrial",18.7028404000214
"AGO",2019,"Demersal Fish","Canary drum","Umbrina canariensis","Artisanal",154.115416569664
"AGO",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",18573.992149192
"AGO",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",37562.705555
"AGO",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Artisanal",0.54234020675983
"AGO",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Industrial",1.22808825277414
