"species","nutrient","nutrient_units","value","ssd","count","se","lower_ci","upper_ci","taxa_match","genus_cat"
"galeoides decadactylus","Vitamin A","mcg",4.5,3.53553390593274,2,2.5,0,36.2655118404367,"family","Demersal Fish"
"pentanemus quinquarius","Vitamin A","mcg",4.5,3.53553390593274,2,2.5,0,36.2655118404367,"family","Demersal Fish"
"selene dorsalis","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"pellonula leonensis","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"cephalopholis fulva","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"arca","Vitamin A","mcg",17.5,24.7487373415292,2,17.5,0,239.858582883057,"family","Moluscs; Other"
"argentina silus","Vitamin A","mcg",75,NA,1,NA,NA,NA,"family","Demersal Fish"
"boreogadus saida","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Demersal Fish"
"eleginus nawaga","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Demersal Fish"
"glyptocephalus cynoglossus","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"lycodes","Vitamin A","mcg",12,NA,1,NA,NA,NA,"family","Demersal Fish"
"gadiculus argenteus thori","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Pelagic Fish"
"mallotus villosus","Vitamin A","mcg",58,63.6639615481161,6,25.9907034661755,1.68876977443951,135.311230225561,"family","Pelagic Fish"
"trisopterus esmarkii","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Pelagic Fish"
"modiolus","Vitamin A","mcg",68,44.5910698429128,15,11.5133647260782,49.1507352690317,98.5381580643016,"family","Moluscs; Other"
"cardium edule","Vitamin A","mcg",0,0,2,0,0,0,"family","Moluscs; Other"
"alaria esculenta","Vitamin A","mcg",18,NA,1,NA,NA,NA,"family","Aquatic Plants"
"farfantepenaeus brasiliensis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"farfantepenaeus paulensis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"farfantepenaeus subtilis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"xiphopenaeus kroyeri","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"aluterus","Vitamin A","mcg",1,1.4142135623731,2,1,0,13.7062047361747,"family","Demersal Fish"
"bairdiella ronchus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"calamus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"caulolatilus chrysops","Vitamin A","mcg",26,4.93288286231625,3,2.84800124843918,11.41270632074,35.9206270125934,"family","Demersal Fish"
"conodon nobilis","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"ctenosciaena gracilicirrhus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"genyatremus luteus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"haemulon aurolineatum","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"haemulon flavolineatum","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"hyporthodus flavolimbatus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"hyporthodus niveatus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"isopisthus parvipinnis","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"larimus breviceps","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"menticirrhus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"mycteroperca microlepis","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"nebris microps","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"paralonchurus brasiliensis","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"selene setapinnis","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"stellifer rastrifer","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"anchoa hepsetus","Vitamin A","mcg",14.5,70.7910069618074,6,28.9003075723733,0,130.123939023179,"family","Pelagic Fish"
"anchoa spinifer","Vitamin A","mcg",14.5,70.7910069618074,6,28.9003075723733,0,130.123939023179,"family","Pelagic Fish"
"brevoortia pectinata","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"cetengraulis edentulus","Vitamin A","mcg",14.5,70.7910069618074,6,28.9003075723733,0,130.123939023179,"family","Pelagic Fish"
"harengula","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"harengula clupeola","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"harengula jaguana","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"hemiramphus brasiliensis","Vitamin A","mcg",49,69.2964645562817,2,49,0,671.60403207256,"family","Pelagic Fish"
"hyperoglyphe","Vitamin A","mcg",97.5,3.53553390593274,2,2.5,65.7344881595633,129.265511840437,"family","Pelagic Fish"
"lagocephalus laevigatus","Vitamin A","mcg",5,2.82842712474619,2,2,0,30.4124094723494,"family","Pelagic Fish"
"opisthonema oglinum","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"thyrsitops lepidopoides","Vitamin A","mcg",93,53.7401153701776,2,38,0,575.835779974638,"family","Pelagic Fish"
"kappaphycus alvarezii","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Aquatic Plants"
"pomadasys argenteus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"lutjanus spp","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"anodontostoma chacunda","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"hilsa kelee","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"caranx spp","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"parapenaeopsis sculptilis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"podophthalmus vigil","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"aluterus monoceros","Vitamin A","mcg",1,1.4142135623731,2,1,0,13.7062047361747,"family","Demersal Fish"
"carangoides malabaricus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"atule mate","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"terapon theraps","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Pelagic Fish"
"tegillarca granosa","Vitamin A","mcg",17.5,24.7487373415292,2,17.5,0,239.858582883057,"family","Moluscs; Other"
"pomadasys jubelini","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"pseudotolithus elongatus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"pseudotolithus senegalensis","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"illex illecebrosus","Vitamin A","mcg",7,6.57267069006199,6,2.68328157299975,0.102405128549212,13.8975948714508,"family","Cephalopods"
"metacarcinus magister","Vitamin A","mcg",27,11.144505372604,5,4.98397431775085,5.36226890104915,33.0377310989508,"family","Crustaceans"
"limanda ferruginea","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"atheresthes stomias","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"brevoortia tyrannus","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"busycon","Vitamin A","mcg",26.1,NA,1,NA,NA,NA,"family","Moluscs; Other"
"chlamys islandica","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"mactromeris polynyma","Vitamin A","mcg",5,3.60555127546399,3,2.08166599946613,0,12.9566858950296,"family","Moluscs; Other"
"mercenaria mercenaria","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"placopecten magellanicus","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"saxidomus giganteus","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"farfantepenaeus notialis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"apsilus fuscus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"cephalopholis taeniops","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"mycteroperca rubra","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"spicara melanurus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"paralomis spinosissima","Vitamin A","mcg",7,3,4,1.5,0.726330542074439,10.2736694579256,"family","Crustaceans"
"palaemon","Vitamin A","mcg",10,14.2176308026698,13,3.94326129804941,3.56221784692586,20.7454744607664,"family","Crustaceans"
"raja microocellata","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"amblyraja georgiana","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"gobionotothen gibberifrons","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Demersal Fish"
"helicolenus mouchezi","Vitamin A","mcg",12,23.5536824272204,17,5.7126070893932,8.51922572353233,32.7395978058794,"family","Demersal Fish"
"leucoraja fullonica","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"rostroraja alba","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"polititapes rhomboides","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"callista chione","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"chlamys","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"dosidicus gigas","Vitamin A","mcg",7,6.57267069006199,6,2.68328157299975,0.102405128549212,13.8975948714508,"family","Cephalopods"
"haliporoides diomedeae","Vitamin A","mcg",17.708335,3.83016408844974,2,2.708335,0,52.1209940041477,"family","Crustaceans"
"heterocarpus reedi","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Crustaceans"
"cilus gilberti","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"hippoglossina macrops","Vitamin A","mcg",12,5.13160143944688,3,2.96273147243853,0.585728675931051,26.0809379907356,"family","Demersal Fish"
"ethmidium maculatum","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"isacia conceptionis","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Pelagic Fish"
"paralabrax humeralis","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Pelagic Fish"
"sarda chiliensis","Vitamin A","mcg",34,159.838061716139,64,19.9797577145174,54.4465568012133,134.299276542537,"family","Pelagic Fish"
"strangomera bentincki","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"choromytilus chorus","Vitamin A","mcg",68,44.5910698429128,15,11.5133647260782,49.1507352690317,98.5381580643016,"family","Moluscs; Other"
"mulinia","Vitamin A","mcg",5,3.60555127546399,3,2.08166599946613,0,12.9566858950296,"family","Moluscs; Other"
"pyura chilensis","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Moluscs; Other"
"tawera gayi","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"argopecten purpuratus","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"parapenaeopsis hardwickii","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"trachysalambria curvirostris","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"alepes","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"atrobucca nibe","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"miichthys miiuy","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"sciaenops ocellatus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"carangoides talamparoides","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"clupanodon thrissa","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"nibea mitsukurii","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"amblyraja taaf","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"microcosmus sulcatus","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Moluscs; Other"
"mycteroperca xenarcha","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"cetengraulis mysticetus","Vitamin A","mcg",14.5,70.7910069618074,6,28.9003075723733,0,130.123939023179,"family","Pelagic Fish"
"opisthonema libertate","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"selene peruviana","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"parapenaeopsis atlantica","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"pagellus bellottii","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"pteroscion peli","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"farfantepenaeus brevirostris","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"farfantepenaeus californiensis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"plesionika trispinus","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Crustaceans"
"solenocera agassizii","Vitamin A","mcg",17.708335,3.83016408844974,2,2.708335,0,52.1209940041477,"family","Crustaceans"
"squilla biformis","Vitamin A","mcg",1.5,2.12132034355964,2,1.5,0,20.559307104262,"family","Crustaceans"
"bollmannia chlamydes","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
"diplectrum pacificum","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"engyophrys sanctilaurentii","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus guttatus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"pomadasys panamensis","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"prionotus stephanophrys","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"pronotogrammus eos","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"stellifer illecebrosus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"symphurus atramentatus","Vitamin A","mcg",30,NA,1,NA,NA,NA,"family","Demersal Fish"
"synodus scituliceps","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Demersal Fish"
"brotula","Vitamin A","mcg",5,NA,1,NA,NA,NA,"family","Pelagic Fish"
"brotula clarkae","Vitamin A","mcg",5,NA,1,NA,NA,NA,"family","Pelagic Fish"
"isopisthus remifer","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"larimus acclivis","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"larimus pacificus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"pomadasys macracanthus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Pelagic Fish"
"farfantepenaeus duorarum","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"lepophidium brevibarbe","Vitamin A","mcg",5,NA,1,NA,NA,NA,"family","Demersal Fish"
"prionotus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"leuciscus aspius","Vitamin A","mcg",41,NA,1,NA,NA,NA,"family","Pelagic Fish"
"leuciscus idus","Vitamin A","mcg",41,NA,1,NA,NA,NA,"family","Pelagic Fish"
"protrachypene precipua","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"chloroscombrus orqueta","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"caulolatilus princeps","Vitamin A","mcg",26,4.93288286231625,3,2.84800124843918,11.41270632074,35.9206270125934,"family","Demersal Fish"
