"iso3c","nutrient","production_sector","nut_supply","consump"
"COL","Vitamin A","Artisanal",753300636.054371,24758.8527556612
"COL","Vitamin A","Import",16433076505,607722.694
"COL","Vitamin A","Industrial",1425220674.02449,35595.7635317932
"COL","Vitamin A","Subsistence",3822247095.95131,23665.506866726
"COL","Vitamin B12","Artisanal",196611708.821273,24758.8527556612
"COL","Vitamin B12","Import",2676031693.06667,607722.694
"COL","Vitamin B12","Industrial",357325623.247819,35595.7635317932
"COL","Vitamin B12","Subsistence",116985417.272259,23665.506866726
"COL","Zinc","Artisanal",23064344.0905519,24758.8527556612
"COL","Zinc","Import",743495056.383333,607722.694
"COL","Zinc","Industrial",29190991.3766948,35595.7635317932
"COL","Zinc","Subsistence",25002175.7566071,23665.506866726
"COM","Calcium","Artisanal",2559458628.03558,49927.9105482652
"COM","Calcium","Import",566212640,12559.104
"COM","Calcium","Subsistence",2327233110.65924,19850.2892641296
"COM","DHA+EPA","Artisanal",36176037.1951194,49927.9105482652
"COM","DHA+EPA","Import",15355453.536,12559.104
"COM","DHA+EPA","Subsistence",16281196.7814248,19850.2892641296
"COM","Iron","Artisanal",105999418.274271,49927.9105482652
"COM","Iron","Import",17511962.16,12559.104
"COM","Iron","Subsistence",42447429.4266136,19850.2892641296
"COM","Vitamin A","Artisanal",1244667065.73553,49927.9105482652
"COM","Vitamin A","Import",349526080,12559.104
"COM","Vitamin A","Subsistence",529133505.994057,19850.2892641296
"COM","Vitamin B12","Artisanal",392242507.739409,49927.9105482652
"COM","Vitamin B12","Import",57000004,12559.104
"COM","Vitamin B12","Subsistence",149535671.464079,19850.2892641296
"COM","Zinc","Artisanal",53259102.2939179,49927.9105482652
"COM","Zinc","Import",13292004,12559.104
"COM","Zinc","Subsistence",21662436.3715068,19850.2892641296
"CPV","Calcium","Artisanal",98481159.4376179,415.091219775659
"CPV","Calcium","Import",474635316,6675.5218
"CPV","Calcium","Industrial",8499840.77985144,44.2727982275408
"CPV","Calcium","Recreational",57222243.5179244,5008.784496096
"CPV","Calcium","Subsistence",1001544503.61945,7878.7731438
"CPV","DHA+EPA","Artisanal",500245.563203484,415.091219775659
"CPV","DHA+EPA","Import",3256831.63842,6675.5218
"CPV","DHA+EPA","Industrial",42470.0145881535,44.2727982275408
"CPV","DHA+EPA","Recreational",1324089.70931816,5008.784496096
"CPV","DHA+EPA","Subsistence",50256447.6479017,7878.7731438
"CPV","Iron","Artisanal",981290.585404768,415.091219775659
"CPV","Iron","Import",18507316.2266667,6675.5218
"CPV","Iron","Industrial",57046.7326548218,44.2727982275408
"CPV","Iron","Recreational",11523175.1501613,5008.784496096
"CPV","Iron","Subsistence",17554102.8762228,7878.7731438
"CPV","Vitamin A","Artisanal",113973092.308718,415.091219775659
"CPV","Vitamin A","Import",139525414,6675.5218
"CPV","Vitamin A","Industrial",1380840.90917613,44.2727982275408
"CPV","Vitamin A","Recreational",67556203.70016,5008.784496096
"CPV","Vitamin A","Subsistence",1042038238.94775,7878.7731438
"CPV","Vitamin B12","Artisanal",2107441.53455504,415.091219775659
"CPV","Vitamin B12","Import",60010617.8166667,6675.5218
"CPV","Vitamin B12","Industrial",435808.501536927,44.2727982275408
"CPV","Vitamin B12","Recreational",14791659.5528,5008.784496096
"CPV","Vitamin B12","Subsistence",62969539.6315457,7878.7731438
"CPV","Zinc","Artisanal",455262.069650777,415.091219775659
"CPV","Zinc","Import",13607237.5833333,6675.5218
"CPV","Zinc","Industrial",22585.6388216537,44.2727982275408
"CPV","Zinc","Recreational",5471636.58656368,5008.784496096
"CPV","Zinc","Subsistence",9480155.68430904,7878.7731438
"CRI","Calcium","Artisanal",395551931.072021,4306.56227497276
"CRI","Calcium","Import",13156778844,274730.2182
"CRI","Calcium","Industrial",438029811.970155,18577.5094044177
"CRI","Calcium","Recreational",46400285.19816,5560.083304656
"CRI","Calcium","Subsistence",2851648607.9045,1880.6094488281
"CRI","DHA+EPA","Artisanal",5327273.40651481,4306.56227497276
"CRI","DHA+EPA","Import",312540136.35718,274730.2182
"CRI","DHA+EPA","Industrial",3265497.0927853,18577.5094044177
"CRI","DHA+EPA","Recreational",1921779.31663576,5560.083304656
"CRI","DHA+EPA","Subsistence",1289587.17887868,1880.6094488281
"CRI","Iron","Artisanal",6980597.18102799,4306.56227497276
"CRI","Iron","Import",422933500.44,274730.2182
"CRI","Iron","Industrial",19273672.7818413,18577.5094044177
"CRI","Iron","Recreational",5074271.02592,5560.083304656
"CRI","Iron","Subsistence",8088574.9373699,1880.6094488281
"CRI","Vitamin A","Artisanal",231545029.170114,4306.56227497276
"CRI","Vitamin A","Import",7382973426,274730.2182
"CRI","Vitamin A","Industrial",295243081.816847,18577.5094044177
"CRI","Vitamin A","Recreational",50418835.40544,5560.083304656
"CRI","Vitamin A","Subsistence",100957078.518664,1880.6094488281
"CRI","Vitamin B12","Artisanal",21412743.6759062,4306.56227497276
"CRI","Vitamin B12","Import",1342714736.25,274730.2182
"CRI","Vitamin B12","Industrial",39837953.4795855,18577.5094044177
"CRI","Vitamin B12","Recreational",26284274.474376,5560.083304656
"CRI","Vitamin B12","Subsistence",8546153.74570821,1880.6094488281
"CRI","Zinc","Artisanal",4743910.83928643,4306.56227497276
"CRI","Zinc","Import",339438368.35,274730.2182
"CRI","Zinc","Industrial",14004469.3644469,18577.5094044177
"CRI","Zinc","Recreational",6045895.583392,5560.083304656
"CRI","Zinc","Subsistence",791356.00964564,1880.6094488281
"CUB","Calcium","aquaculture",992408919.953472,5046.14705061088
"CUB","Calcium","Artisanal",13650391437.5461,33265.9082373189
"CUB","Calcium","Import",4714993350,95239.69
"CUB","Calcium","Industrial",3034808616.6363,5065.45399219522
"CUB","Calcium","Recreational",7070203322.1,14413.176
"CUB","Calcium","Subsistence",6625478074.57291,14880.8948702568
"CUB","DHA+EPA","aquaculture",3027688.23036653,5046.14705061088
"CUB","DHA+EPA","Artisanal",24454034.0614182,33265.9082373189
"CUB","DHA+EPA","Import",94766378.206,95239.69
"CUB","DHA+EPA","Industrial",1465095.08779173,5065.45399219522
"CUB","DHA+EPA","Recreational",18102516.66072,14413.176
"CUB","DHA+EPA","Subsistence",17591509.4406938,14880.8948702568
"CUB","Iron","aquaculture",20184588.2024435,5046.14705061088
"CUB","Iron","Artisanal",426420796.219009,33265.9082373189
"CUB","Iron","Import",172283111.246667,95239.69
"CUB","Iron","Industrial",7455431.08771009,5065.45399219522
"CUB","Iron","Recreational",36393269.4,14413.176
"CUB","Iron","Subsistence",38454355.2312136,14880.8948702568
"CUB","Vitamin A","aquaculture",227076617.277489,5046.14705061088
"CUB","Vitamin A","Artisanal",1114471224.687,33265.9082373189
"CUB","Vitamin A","Import",2496210765,95239.69
"CUB","Vitamin A","Industrial",93307543.1450776,5065.45399219522
"CUB","Vitamin A","Recreational",835964208,14413.176
"CUB","Vitamin A","Subsistence",598940211.032518,14880.8948702568
"CUB","Vitamin B12","aquaculture",176615146.771381,5046.14705061088
"CUB","Vitamin B12","Artisanal",1752975599.67202,33265.9082373189
"CUB","Vitamin B12","Import",568491381.266667,95239.69
"CUB","Vitamin B12","Industrial",16445331.1256845,5065.45399219522
"CUB","Vitamin B12","Recreational",67069312.32,14413.176
"CUB","Vitamin B12","Subsistence",140077906.377788,14880.8948702568
"CUB","Zinc","aquaculture",100081916.503782,5046.14705061088
"CUB","Zinc","Artisanal",77892742.7572757,33265.9082373189
"CUB","Zinc","Import",116892165.583333,95239.69
"CUB","Zinc","Industrial",6461690.54776257,5065.45399219522
"CUB","Zinc","Recreational",11088536.736,14413.176
"CUB","Zinc","Subsistence",18181856.9978035,14880.8948702568
"CUW","Calcium","Import",580530536,9965.3498
"CUW","Calcium","Recreational",542968.91460848,29.3614273872
"CUW","Calcium","Subsistence",162821787.683245,403.9152036304
"CUW","DHA+EPA","Import",7166153.19002,9965.3498
"CUW","DHA+EPA","Recreational",28264.614955247,29.3614273872
"CUW","DHA+EPA","Subsistence",215510.619900951,403.9152036304
"CUW","Iron","Import",18059282.1333333,9965.3498
"CUW","Iron","Recreational",36266.80012456,29.3614273872
"CUW","Iron","Subsistence",900771.776281914,403.9152036304
"CUW","Vitamin A","Import",245196644,9965.3498
"CUW","Vitamin A","Recreational",842781.71204,29.3614273872
"CUW","Vitamin A","Subsistence",8137662.41479554,403.9152036304
"CUW","Vitamin B12","Import",59843014.8833333,9965.3498
"CUW","Vitamin B12","Recreational",129299.02653104,29.3614273872
"CUW","Vitamin B12","Subsistence",6536418.34380136,403.9152036304
"CUW","Zinc","Import",13736577.6166667,9965.3498
"CUW","Zinc","Recreational",27838.98300416,29.3614273872
"CUW","Zinc","Subsistence",1849438.8487688,403.9152036304
"CYM","Calcium","Artisanal",5964680,4.56
"CYM","Calcium","Import",144190040,1495.884
"CYM","Calcium","Industrial",372992500,296.25
"CYM","Calcium","Recreational",12879253.3348,123.107200176
"CYM","Calcium","Subsistence",5964680,4.56
"CYM","DHA+EPA","Artisanal",2633.616,4.56
"CYM","DHA+EPA","Import",426817.9216,1495.884
"CYM","DHA+EPA","Industrial",168351,296.25
"CYM","DHA+EPA","Recreational",14288.35473136,123.107200176
"CYM","DHA+EPA","Subsistence",2633.616,4.56
"CYM","Iron","Artisanal",20020,4.56
"CYM","Iron","Import",3555511.6,1495.884
"CYM","Iron","Industrial",1261250,296.25
"CYM","Iron","Recreational",135458.933496,123.107200176
"CYM","Iron","Subsistence",20020,4.56
"CYM","Vitamin A","Artisanal",244300,4.56
"CYM","Vitamin A","Import",24851900,1495.884
"CYM","Vitamin A","Industrial",15384375,296.25
"CYM","Vitamin A","Recreational",894333.33488,123.107200176
"CYM","Vitamin A","Subsistence",244300,4.56
"CYM","Vitamin B12","Artisanal",20645,4.56
"CYM","Vitamin B12","Import",9847119,1495.884
"CYM","Vitamin B12","Industrial",1308125,296.25
"CYM","Vitamin B12","Recreational",338286.800888,123.107200176
"CYM","Vitamin B12","Subsistence",20645,4.56
"CYM","Zinc","Artisanal",2272.8,4.56
"CYM","Zinc","Import",4708844.4,1495.884
"CYM","Zinc","Industrial",150925,296.25
"CYM","Zinc","Recreational",137101.066856,123.107200176
"CYM","Zinc","Subsistence",2272.8,4.56
"CYP","Calcium","aquaculture",578153033.578458,16165.7363904809
"CYP","Calcium","Artisanal",65402773.41713,948.706289119502
"CYP","Calcium","Import",5695294164,98157.2462
"CYP","Calcium","Industrial",77582349.2742887,3145.16475004784
"CYP","Calcium","Recreational",93051899.750488,2148.249699432
"CYP","Calcium","Subsistence",76427081.8338215,1620.62598112564
"CYP","DHA+EPA","aquaculture",18284651.6031222,16165.7363904809
"CYP","DHA+EPA","Artisanal",9105866.42259811,948.706289119502
"CYP","DHA+EPA","Import",64310282.71758,98157.2462
"CYP","DHA+EPA","Industrial",9510423.1342334,3145.16475004784
"CYP","DHA+EPA","Recreational",3264622.60085584,2148.249699432
"CYP","DHA+EPA","Subsistence",4997438.50416357,1620.62598112564
"CYP","Iron","aquaculture",403015003.054853,16165.7363904809
"CYP","Iron","Artisanal",3153394.2369844,948.706289119502
"CYP","Iron","Import",241456210.093333,98157.2462
"CYP","Iron","Industrial",6000725.48231431,3145.16475004784
"CYP","Iron","Recreational",3891491.0361312,2148.249699432
"CYP","Iron","Subsistence",3289157.15123542,1620.62598112564
"CYP","Vitamin A","aquaculture",438936232.378216,16165.7363904809
"CYP","Vitamin A","Artisanal",34075328.576044,948.706289119502
"CYP","Vitamin A","Import",2163449046,98157.2462
"CYP","Vitamin A","Industrial",130662784.747581,3145.16475004784
"CYP","Vitamin A","Recreational",92666025.856056,2148.249699432
"CYP","Vitamin A","Subsistence",71953233.6792413,1620.62598112564
"CYP","Vitamin B12","aquaculture",70114808.5175338,16165.7363904809
"CYP","Vitamin B12","Artisanal",3382957.23229486,948.706289119502
"CYP","Vitamin B12","Import",716940760.183333,98157.2462
"CYP","Vitamin B12","Industrial",5449408.66939866,3145.16475004784
"CYP","Vitamin B12","Recreational",8246743.017348,2148.249699432
"CYP","Vitamin B12","Subsistence",6155983.93122224,1620.62598112564
"CYP","Zinc","aquaculture",8609082.7078811,16165.7363904809
"CYP","Zinc","Artisanal",1638351.04455911,948.706289119502
"CYP","Zinc","Import",205726355.416667,98157.2462
"CYP","Zinc","Industrial",3130510.02513592,3145.16475004784
"CYP","Zinc","Recreational",2146641.35612,2148.249699432
"CYP","Zinc","Subsistence",1924316.96722723,1620.62598112564
"CZE","Calcium","Import",19689311430,388233.378
"CZE","DHA+EPA","Import",348892649.376,388233.378
"CZE","Iron","Import",507919017.3,388233.378
"CZE","Vitamin A","Import",10290093125,388233.378
"CZE","Vitamin B12","Import",1655350992.6,388233.378
"CZE","Zinc","Import",435412212.25,388233.378
"DEU","Calcium","aquaculture",958927096.644242,21786.5887972723
"DEU","Calcium","Artisanal",10329506.6180835,175.984791831903
"DEU","Calcium","Import",171454777194,3116139.8522
"DEU","Calcium","Industrial",5778737899.18206,99978.4041287576
"DEU","Calcium","Recreational",391535698.736493,16736.5305554014
"DEU","Calcium","Subsistence",2244717.6741573,23.4
"DEU","DHA+EPA","aquaculture",16007757.7671816,21786.5887972723
"DEU","DHA+EPA","Artisanal",822361.29133855,175.984791831903
"DEU","DHA+EPA","Import",2371316478.01798,3116139.8522
"DEU","DHA+EPA","Industrial",218994664.303539,99978.4041287576
"DEU","DHA+EPA","Recreational",8403852.42347685,16736.5305554014
"DEU","DHA+EPA","Subsistence",10991.7574704142,23.4
"DEU","Iron","aquaculture",201230428.147198,21786.5887972723
"DEU","Iron","Artisanal",303300.307117754,175.984791831903
"DEU","Iron","Import",4498086627.39333,3116139.8522
"DEU","Iron","Industrial",134745418.297869,99978.4041287576
"DEU","Iron","Recreational",6988908.61381568,16736.5305554014
"DEU","Iron","Subsistence",178932.482644663,23.4
"DEU","Vitamin A","aquaculture",2101308625.42853,21786.5887972723
"DEU","Vitamin A","Artisanal",7497959.11193614,175.984791831903
"DEU","Vitamin A","Import",78716832851,3116139.8522
"DEU","Vitamin A","Industrial",5754910120.29117,99978.4041287576
"DEU","Vitamin A","Recreational",97363146.2203739,16736.5305554014
"DEU","Vitamin A","Subsistence",5495934.80816714,23.4
"DEU","Vitamin B12","aquaculture",437045190.290205,21786.5887972723
"DEU","Vitamin B12","Artisanal",930391.150281187,175.984791831903
"DEU","Vitamin B12","Import",14259817714.5833,3116139.8522
"DEU","Vitamin B12","Industrial",1112465819.25385,99978.4041287576
"DEU","Vitamin B12","Recreational",37376773.3953978,16736.5305554014
"DEU","Vitamin B12","Subsistence",597037.289325843,23.4
"DEU","Zinc","aquaculture",70518718.3877553,21786.5887972723
"DEU","Zinc","Artisanal",272575.205552567,175.984791831903
"DEU","Zinc","Import",4126651290.66667,3116139.8522
"DEU","Zinc","Industrial",107368198.88061,99978.4041287576
"DEU","Zinc","Recreational",12954267.581512,16736.5305554014
"DEU","Zinc","Subsistence",117751.903089888,23.4
"DJI","Calcium","Artisanal",2435720210.9961,6483.7294805397
"DJI","Calcium","Import",307735890,6734.91
"DJI","Calcium","Industrial",72586840.5778793,180.6819889707
"DJI","Calcium","Recreational",6547473.14176638,48.923516736
"DJI","Calcium","Subsistence",14300211.2693995,75.912616272
"DJI","DHA+EPA","Artisanal",6757505.92507064,6483.7294805397
"DJI","DHA+EPA","Import",8189787.0276,6734.91
"DJI","DHA+EPA","Industrial",161050.203739013,180.6819889707
"DJI","DHA+EPA","Recreational",79776.6361708241,48.923516736
"DJI","DHA+EPA","Subsistence",76434.8792256295,75.912616272
"DJI","Iron","Artisanal",29248505.1961127,6483.7294805397
"DJI","Iron","Import",8490901.1,6734.91
"DJI","Iron","Industrial",614271.264606092,180.6819889707
"DJI","Iron","Recreational",87163.4696909429,48.923516736
"DJI","Iron","Subsistence",139960.037097392,75.912616272
"DJI","Vitamin A","Artisanal",216539635.48104,6483.7294805397
"DJI","Vitamin A","Import",187295735,6734.91
"DJI","Vitamin A","Industrial",6702902.80808699,180.6819889707
"DJI","Vitamin A","Recreational",3521852.29653102,48.923516736
"DJI","Vitamin A","Subsistence",8693009.74675783,75.912616272
"DJI","Vitamin B12","Artisanal",43912431.1085294,6483.7294805397
"DJI","Vitamin B12","Import",26995739,6734.91
"DJI","Vitamin B12","Industrial",721904.659071213,180.6819889707
"DJI","Vitamin B12","Recreational",303817.506356119,48.923516736
"DJI","Vitamin B12","Subsistence",272286.568365094,75.912616272
"DJI","Zinc","Artisanal",5226507.38029279,6483.7294805397
"DJI","Zinc","Import",7312731.95,6734.91
"DJI","Zinc","Industrial",129863.042169165,180.6819889707
"DJI","Zinc","Recreational",60045.7743241896,48.923516736
"DJI","Zinc","Subsistence",79075.1411761311,75.912616272
"DMA","Calcium","Artisanal",299666254.38756,2277.17103064543
"DMA","Calcium","Import",162281360,3341.664
"DMA","Calcium","Industrial",169926073.129063,4254.8856271777
"DMA","Calcium","Subsistence",1057361662.78883,2941.1608637088
"DMA","DHA+EPA","Artisanal",1583324.19362603,2277.17103064543
"DMA","DHA+EPA","Import",3462617.8388,3341.664
"DMA","DHA+EPA","Industrial",3695238.84110698,4254.8856271777
"DMA","DHA+EPA","Subsistence",2820955.68901428,2941.1608637088
"DMA","Iron","Artisanal",3108767.57102417,2277.17103064543
"DMA","Iron","Import",3905302.4,3341.664
"DMA","Iron","Industrial",5965021.25368254,4254.8856271777
"DMA","Iron","Subsistence",5006356.03243824,2941.1608637088
"DMA","Vitamin A","Artisanal",68643745.6903118,2277.17103064543
"DMA","Vitamin A","Import",90894880,3341.664
"DMA","Vitamin A","Industrial",219400576.962558,4254.8856271777
"DMA","Vitamin A","Subsistence",162348783.64924,2941.1608637088
"DMA","Vitamin B12","Artisanal",6839689.12770866,2277.17103064543
"DMA","Vitamin B12","Import",12467144.8,3341.664
"DMA","Vitamin B12","Industrial",24994147.9213761,4254.8856271777
"DMA","Vitamin B12","Subsistence",13664693.5552715,2941.1608637088
"DMA","Zinc","Artisanal",2819104.83960094,2277.17103064543
"DMA","Zinc","Import",3649825.6,3341.664
"DMA","Zinc","Industrial",3822548.47780109,4254.8856271777
"DMA","Zinc","Subsistence",4714905.63087456,2941.1608637088
"DNK","Calcium","aquaculture",1989159024.13694,47599.8808646987
"DNK","Calcium","Artisanal",232384858.333638,4471.23888205725
"DNK","Calcium","Import",142301338536,2759552.2378
"DNK","Calcium","Industrial",1112000582.47347,22291.8729469404
"DNK","Calcium","Recreational",2211963358.51152,17499.954143808
"DNK","DHA+EPA","aquaculture",91509319.5555536,47599.8808646987
"DNK","DHA+EPA","Artisanal",2465032.02903015,4471.23888205725
"DNK","DHA+EPA","Import",2254035057.26722,2759552.2378
"DNK","DHA+EPA","Industrial",13207161.1339491,22291.8729469404
"DNK","DHA+EPA","Recreational",27599787.5369446,17499.954143808
"DNK","Iron","aquaculture",61761125.9984633,47599.8808646987
"DNK","Iron","Artisanal",62032656.9548516,4471.23888205725
"DNK","Iron","Import",3281371692.18667,2759552.2378
"DNK","Iron","Industrial",289047093.392258,22291.8729469404
"DNK","Iron","Recreational",22250047.8613219,17499.954143808
"DNK","Vitamin A","aquaculture",1734725096.92088,47599.8808646987
"DNK","Vitamin A","Artisanal",321930025.441811,4471.23888205725
"DNK","Vitamin A","Import",72939983084,2759552.2378
"DNK","Vitamin A","Industrial",1725348752.10069,22291.8729469404
"DNK","Vitamin A","Recreational",2049231133.51111,17499.954143808
"DNK","Vitamin B12","aquaculture",393378769.293975,47599.8808646987
"DNK","Vitamin B12","Artisanal",141815471.493591,4471.23888205725
"DNK","Vitamin B12","Import",10784292891.0167,2759552.2378
"DNK","Vitamin B12","Industrial",656486444.46429,22291.8729469404
"DNK","Vitamin B12","Recreational",172729321.115082,17499.954143808
"DNK","Zinc","aquaculture",51475454.7976735,47599.8808646987
"DNK","Zinc","Artisanal",14907423.8274958,4471.23888205725
"DNK","Zinc","Import",2977937015.48333,2759552.2378
"DNK","Zinc","Industrial",73564350.3714817,22291.8729469404
"DNK","Zinc","Recreational",31336644.7475281,17499.954143808
"DOM","Calcium","aquaculture",44801872.5292278,1242.22490633569
"DOM","Calcium","Artisanal",27935299661.639,87507.459889825
"DOM","Calcium","Import",15107215176,308540.4058
"DOM","Calcium","Industrial",15700345119.7971,10255.7388273462
"DOM","Calcium","Recreational",11217548.8,673.052928
"DOM","Calcium","Subsistence",32125520968.129,103912.704888
"DOM","DHA+EPA","aquaculture",1464780.69525024,1242.22490633569
"DOM","DHA+EPA","Artisanal",74154166.4682814,87507.459889825
"DOM","DHA+EPA","Import",292860697.03482,308540.4058
"DOM","DHA+EPA","Industrial",5701783.97739288,10255.7388273462
"DOM","DHA+EPA","Recreational",781863.15136,673.052928
"DOM","DHA+EPA","Subsistence",129136134.261226,103912.704888
"DOM","Iron","aquaculture",26307846.9926325,1242.22490633569
"DOM","Iron","Artisanal",143361944.25341,87507.459889825
"DOM","Iron","Import",399244236.506667,308540.4058
"DOM","Iron","Industrial",50049817.4102478,10255.7388273462
"DOM","Iron","Recreational",967513.584,673.052928
"DOM","Iron","Subsistence",187807016.541338,103912.704888
"DOM","Vitamin A","aquaculture",32078797.8740858,1242.22490633569
"DOM","Vitamin A","Artisanal",4222302960.52131,87507.459889825
"DOM","Vitamin A","Import",8262608884,308540.4058
"DOM","Vitamin A","Industrial",540224902.02585,10255.7388273462
"DOM","Vitamin A","Recreational",22715536.32,673.052928
"DOM","Vitamin A","Subsistence",4933650231.19513,103912.704888
"DOM","Vitamin B12","aquaculture",5938277.80749348,1242.22490633569
"DOM","Vitamin B12","Artisanal",510975106.906293,87507.459889825
"DOM","Vitamin B12","Import",1289235551.41667,308540.4058
"DOM","Vitamin B12","Industrial",53920872.6572179,10255.7388273462
"DOM","Vitamin B12","Recreational",3505484,673.052928
"DOM","Vitamin B12","Subsistence",547270076.310739,103912.704888
"DOM","Zinc","aquaculture",785630.536933277,1242.22490633569
"DOM","Zinc","Artisanal",175342086.152778,87507.459889825
"DOM","Zinc","Import",341168705.083333,308540.4058
"DOM","Zinc","Industrial",5608405.98207552,10255.7388273462
"DOM","Zinc","Recreational",647813.4432,673.052928
"DOM","Zinc","Subsistence",123308858.757427,103912.704888
"DZA","Calcium","Artisanal",30327764465.6055,369546.165935454
"DZA","Calcium","Import",13761171470,296197.794
"DZA","Calcium","Industrial",47222497583.9249,386264.89698054
"DZA","Calcium","Recreational",1012123752.18794,20501.1033877914
"DZA","Calcium","Subsistence",45993961.1023151,944.9182236
"DZA","DHA+EPA","Artisanal",1009982330.129,369546.165935454
"DZA","DHA+EPA","Import",323893224.424,296197.794
"DZA","DHA+EPA","Industrial",2254867233.87341,386264.89698054
"DZA","DHA+EPA","Recreational",109118107.280679,20501.1033877914
"DZA","DHA+EPA","Subsistence",1034111.30994863,944.9182236
"DZA","Iron","Artisanal",2155717317.52012,369546.165935454
"DZA","Iron","Import",372212663.22,296197.794
"DZA","Iron","Industrial",1290820207.4546,386264.89698054
"DZA","Iron","Recreational",45350778.196816,20501.1033877914
"DZA","Iron","Subsistence",2430857.35834573,944.9182236
"DZA","Vitamin A","Artisanal",16607426335.8352,369546.165935454
"DZA","Vitamin A","Import",8031185505,296197.794
"DZA","Vitamin A","Industrial",13809252793.8401,386264.89698054
"DZA","Vitamin A","Recreational",690500046.006342,20501.1033877914
"DZA","Vitamin A","Subsistence",103472279.7074,944.9182236
"DZA","Vitamin B12","Artisanal",3111988691.10619,369546.165935454
"DZA","Vitamin B12","Import",1133808353.8,296197.794
"DZA","Vitamin B12","Industrial",4309025662.68326,386264.89698054
"DZA","Vitamin B12","Recreational",131407314.630729,20501.1033877914
"DZA","Vitamin B12","Subsistence",7568374.5203672,944.9182236
"DZA","Zinc","Artisanal",580677224.320492,369546.165935454
"DZA","Zinc","Import",353538586.85,296197.794
"DZA","Zinc","Industrial",845170586.544111,386264.89698054
"DZA","Zinc","Recreational",45262454.4922645,20501.1033877914
"DZA","Zinc","Subsistence",1483230.69226591,944.9182236
"EAZ","Calcium","aquaculture",50850624000,376684
"EAZ","DHA+EPA","aquaculture",7534928,376684
"EAZ","Iron","aquaculture",1751375200,376684
"EAZ","Vitamin B12","aquaculture",239200,376684
"EAZ","Zinc","aquaculture",546137200,376684
"ECU","Calcium","aquaculture",94360839.3434066,474.910097885208
"ECU","Calcium","Artisanal",5220418855.77271,89250.4780876704
"ECU","Calcium","Import",12994070240,293224.864
"ECU","Calcium","Industrial",711594353.054005,8399.27065449754
"ECU","Calcium","Subsistence",12361556.7256372,140.1767382144
"ECU","DHA+EPA","aquaculture",211846.731923472,474.910097885208
"ECU","DHA+EPA","Artisanal",62511893.1970112,89250.4780876704
"ECU","DHA+EPA","Import",336280304.792,293224.864
"ECU","DHA+EPA","Industrial",12627497.5801938,8399.27065449754
"ECU","DHA+EPA","Subsistence",164044.756397686,140.1767382144
"ECU","Iron","aquaculture",2474305.53836864,474.910097885208
"ECU","Iron","Artisanal",101813751.343229,89250.4780876704
"ECU","Iron","Import",353247494.826667,293224.864
"ECU","Iron","Industrial",14666402.9063893,8399.27065449754
"ECU","Iron","Subsistence",355533.43206656,140.1767382144
"ECU","Vitamin A","aquaculture",11473370.255791,474.910097885208
"ECU","Vitamin A","Artisanal",2744827066.13009,89250.4780876704
"ECU","Vitamin A","Import",8170257280,293224.864
"ECU","Vitamin A","Industrial",304426555.436568,8399.27065449754
"ECU","Vitamin A","Subsistence",7855672.60366,140.1767382144
"ECU","Vitamin B12","aquaculture",11473370.255791,474.910097885208
"ECU","Vitamin B12","Artisanal",308976492.148033,89250.4780876704
"ECU","Vitamin B12","Import",1125887818.66667,293224.864
"ECU","Vitamin B12","Industrial",49270400.9429787,8399.27065449754
"ECU","Vitamin B12","Subsistence",193095.37108056,140.1767382144
"ECU","Zinc","aquaculture",8010715.93244742,474.910097885208
"ECU","Zinc","Artisanal",126810486.519608,89250.4780876704
"ECU","Zinc","Import",298915537.333333,293224.864
"ECU","Zinc","Industrial",7770134.66701303,8399.27065449754
"ECU","Zinc","Subsistence",141133.681597666,140.1767382144
"EGY","Calcium","Artisanal",41312506342.9904,215734.159172176
"EGY","Calcium","Import",109076214040,2360677.336
"EGY","Calcium","Industrial",44425123190.8761,167297.287816276
"EGY","Calcium","Recreational",1814178428.3992,4091.1550869344
"EGY","Calcium","Subsistence",1348134221.39968,6808.8244737246
"EGY","DHA+EPA","Artisanal",534327214.39344,215734.159172176
"EGY","DHA+EPA","Import",2580060449.0036,2360677.336
"EGY","DHA+EPA","Industrial",283558873.756689,167297.287816276
"EGY","DHA+EPA","Recreational",3409925.87641874,4091.1550869344
"EGY","DHA+EPA","Subsistence",10197066.6239964,6808.8244737246
"EGY","Iron","Artisanal",542627536.517836,215734.159172176
"EGY","Iron","Import",2780641492.18667,2360677.336
"EGY","Iron","Industrial",484694616.420378,167297.287816276
"EGY","Iron","Recreational",13453084.5182892,4091.1550869344
"EGY","Iron","Subsistence",15150725.9508344,6808.8244737246
"EGY","Vitamin A","Artisanal",8454011520.11588,215734.159172176
"EGY","Vitamin A","Import",65152423180,2360677.336
"EGY","Vitamin A","Industrial",4975783038.13123,167297.287816276
"EGY","Vitamin A","Recreational",172013662.733152,4091.1550869344
"EGY","Vitamin A","Subsistence",253725598.153018,6808.8244737246
"EGY","Vitamin B12","Artisanal",2105117416.41922,215734.159172176
"EGY","Vitamin B12","Import",8907589561.06667,2360677.336
"EGY","Vitamin B12","Industrial",1796671655.99125,167297.287816276
"EGY","Vitamin B12","Recreational",23202030.3241662,4091.1550869344
"EGY","Vitamin B12","Subsistence",51508755.297716,6808.8244737246
"EGY","Zinc","Artisanal",399448714.956879,215734.159172176
"EGY","Zinc","Import",2456697488.33333,2360677.336
"EGY","Zinc","Industrial",357343324.06685,167297.287816276
"EGY","Zinc","Recreational",3106509.61467064,4091.1550869344
