"iso3c","nutrient","production_sector","nut_supply","consump"
"LVA","Iron","Import",298523696.273333,220615.982
"LVA","Iron","Industrial",595967438.138206,302039.753175382
"LVA","Iron","Recreational",1947097.94789364,1674.2517157776
"LVA","Vitamin A","Artisanal",2058172741.46603,12894.948604068
"LVA","Vitamin A","Import",5934737315,220615.982
"LVA","Vitamin A","Industrial",24709913637.1102,302039.753175382
"LVA","Vitamin A","Recreational",97501368.928356,1674.2517157776
"LVA","Vitamin B12","Artisanal",185507899.038425,12894.948604068
"LVA","Vitamin B12","Import",947550759.933333,220615.982
"LVA","Vitamin B12","Industrial",4036214760.61822,302039.753175382
"LVA","Vitamin B12","Recreational",12199881.3198464,1674.2517157776
"LVA","Zinc","Artisanal",18502587.7280039,12894.948604068
"LVA","Zinc","Import",261483759.616667,220615.982
"LVA","Zinc","Industrial",382854369.11659,302039.753175382
"LVA","Zinc","Recreational",4641912.7711651,1674.2517157776
"MAC","Calcium","Import",8004851804,94730.0262
"MAC","DHA+EPA","Import",33816253.39838,94730.0262
"MAC","Iron","Import",331731781.72,94730.0262
"MAC","Vitamin A","Import",1643109786,94730.0262
"MAC","Vitamin B12","Import",1034261123.45,94730.0262
"MAC","Zinc","Import",260053304.75,94730.0262
"MAF","Calcium","Artisanal",456369293.147838,862.2444865784
"MAF","Calcium","Recreational",20513123.8328281,475.797663216
"MAF","Calcium","Subsistence",410732384.992142,776.020065354
"MAF","DHA+EPA","Artisanal",653255.882992476,862.2444865784
"MAF","DHA+EPA","Recreational",302142.554171398,475.797663216
"MAF","DHA+EPA","Subsistence",587930.315847486,776.020065354
"MAF","Iron","Artisanal",2186257.66531504,862.2444865784
"MAF","Iron","Recreational",1157428.54254034,475.797663216
"MAF","Iron","Subsistence",1967631.97702298,776.020065354
"MAF","Vitamin A","Artisanal",47305128.000995,862.2444865784
"MAF","Vitamin A","Recreational",11621946.0615821,475.797663216
"MAF","Vitamin A","Subsistence",42574616.0846279,776.020065354
"MAF","Vitamin B12","Artisanal",5285414.76635216,862.2444865784
"MAF","Vitamin B12","Recreational",4603747.51999916,475.797663216
"MAF","Vitamin B12","Subsistence",4756873.45269984,776.020065354
"MAF","Zinc","Artisanal",1355652.83539504,862.2444865784
"MAF","Zinc","Recreational",1010882.21912581,475.797663216
"MAF","Zinc","Subsistence",1220087.57049043,776.020065354
"MAR","Calcium","aquaculture",521919965.259602,3251.98540319135
"MAR","Calcium","Artisanal",20384090965.5805,206941.019964573
"MAR","Calcium","Import",16270015544,276416.5382
"MAR","Calcium","Industrial",133885355313.433,1761274.38823786
"MAR","Calcium","Recreational",7296569706.37209,139916.563353386
"MAR","Calcium","Subsistence",2955073266.64092,27010.0391102894
"MAR","DHA+EPA","aquaculture",1954168.54008384,3251.98540319135
"MAR","DHA+EPA","Artisanal",500488746.232889,206941.019964573
"MAR","DHA+EPA","Import",251998150.16998,276416.5382
"MAR","DHA+EPA","Industrial",4785558376.82606,1761274.38823786
"MAR","DHA+EPA","Recreational",266916926.345693,139916.563353386
"MAR","DHA+EPA","Subsistence",63683953.8473298,27010.0391102894
"MAR","Iron","aquaculture",14730686.699508,3251.98540319135
"MAR","Iron","Artisanal",865736832.36208,206941.019964573
"MAR","Iron","Import",402955589.813333,276416.5382
"MAR","Iron","Industrial",4429354833.06058,1761274.38823786
"MAR","Iron","Recreational",655181475.836819,139916.563353386
"MAR","Iron","Subsistence",141213959.536212,27010.0391102894
"MAR","Vitamin A","aquaculture",77087568.6787116,3251.98540319135
"MAR","Vitamin A","Artisanal",26496899267.2342,206941.019964573
"MAR","Vitamin A","Import",6762636796,276416.5382
"MAR","Vitamin A","Industrial",85949791480.2753,1761274.38823786
"MAR","Vitamin A","Recreational",7888433154.30181,139916.563353386
"MAR","Vitamin A","Subsistence",3300169005.14209,27010.0391102894
"MAR","Vitamin B12","aquaculture",61510853.0525926,3251.98540319135
"MAR","Vitamin B12","Artisanal",2778211367.72941,206941.019964573
"MAR","Vitamin B12","Import",1141857462.98333,276416.5382
"MAR","Vitamin B12","Industrial",24751926101.2028,1761274.38823786
"MAR","Vitamin B12","Recreational",470889297.782487,139916.563353386
"MAR","Vitamin B12","Subsistence",408310084.866775,27010.0391102894
"MAR","Zinc","aquaculture",40707073.019439,3251.98540319135
"MAR","Zinc","Artisanal",771936550.336804,206941.019964573
"MAR","Zinc","Import",480873607.716667,276416.5382
"MAR","Zinc","Industrial",2946186877.56796,1761274.38823786
"MAR","Zinc","Recreational",137262260.367009,139916.563353386
"MAR","Zinc","Subsistence",86722528.5478662,27010.0391102894
"MDA","Calcium","Import",6178298484,131217.2782
"MDA","DHA+EPA","Import",133581845.94158,131217.2782
"MDA","Iron","Import",160677094.706667,131217.2782
"MDA","Vitamin A","Import",3590362886,131217.2782
"MDA","Vitamin B12","Import",525798689.516667,131217.2782
"MDA","Zinc","Import",133347754.083333,131217.2782
"MDG","Calcium","aquaculture",4308190740,31912.524
"MDG","Calcium","Artisanal",87814582780.8241,334395.272560707
"MDG","Calcium","Import",2967499510,67448.61
"MDG","Calcium","Industrial",11250379454.2654,75416.1100138046
"MDG","Calcium","Subsistence",78553981292.8919,195532.774132478
"MDG","DHA+EPA","aquaculture",638250.48,31912.524
"MDG","DHA+EPA","Artisanal",260202489.886536,334395.272560707
"MDG","DHA+EPA","Import",84426217.016,67448.61
"MDG","DHA+EPA","Industrial",80206647.442465,75416.1100138046
"MDG","DHA+EPA","Subsistence",202333379.013923,195532.774132478
"MDG","Iron","aquaculture",148393236.6,31912.524
"MDG","Iron","Artisanal",1108928724.22499,334395.272560707
"MDG","Iron","Import",85298039.94,67448.61
"MDG","Iron","Industrial",138823291.185862,75416.1100138046
"MDG","Iron","Subsistence",426124114.752787,195532.774132478
"MDG","Vitamin A","Artisanal",15090598045.7759,334395.272560707
"MDG","Vitamin A","Import",1898669485,67448.61
"MDG","Vitamin A","Industrial",5612558794.01513,75416.1100138046
"MDG","Vitamin A","Subsistence",11044482085.3647,195532.774132478
"MDG","Vitamin B12","Artisanal",4083986832.07748,334395.272560707
"MDG","Vitamin B12","Import",274388663,67448.61
"MDG","Vitamin B12","Industrial",296128558.094091,75416.1100138046
"MDG","Vitamin B12","Subsistence",1144511260.95713,195532.774132478
"MDG","Zinc","aquaculture",46273159.8,31912.524
"MDG","Zinc","Artisanal",1136146983.98234,334395.272560707
"MDG","Zinc","Import",69039453.45,67448.61
"MDG","Zinc","Industrial",127175208.727862,75416.1100138046
"MDG","Zinc","Subsistence",338907542.24814,195532.774132478
"MDV","Calcium","Artisanal",709430973.171607,3295.83924792877
"MDV","Calcium","Import",1871128024,28588.3942
"MDV","Calcium","Industrial",260193105.756436,2280.43521599123
"MDV","Calcium","Recreational",108577.25528,13.0292706336
"MDV","Calcium","Subsistence",19516676397.7205,186986.09779236
"MDV","DHA+EPA","Artisanal",2308240.92601834,3295.83924792877
"MDV","DHA+EPA","Import",22256368.95958,28588.3942
"MDV","DHA+EPA","Industrial",1028589.84325014,2280.43521599123
"MDV","DHA+EPA","Recreational",4462.525192008,13.0292706336
"MDV","DHA+EPA","Subsistence",179454004.796581,186986.09779236
"MDV","Iron","Artisanal",7030716.66992237,3295.83924792877
"MDV","Iron","Import",57722946.1866667,28588.3942
"MDV","Iron","Industrial",1738886.63434344,2280.43521599123
"MDV","Iron","Recreational",11943.4980808,13.0292706336
"MDV","Iron","Subsistence",484009397.69203,186986.09779236
"MDV","Vitamin A","Artisanal",202526126.128153,3295.83924792877
"MDV","Vitamin A","Import",648823196,28588.3942
"MDV","Vitamin A","Industrial",111640919.881661,2280.43521599123
"MDV","Vitamin A","Recreational",108577.25528,13.0292706336
"MDV","Vitamin A","Subsistence",4600863525.53796,186986.09779236
"MDV","Vitamin B12","Artisanal",9093285.77663617,3295.83924792877
"MDV","Vitamin B12","Import",172988065.916667,28588.3942
"MDV","Vitamin B12","Industrial",2349761.31289138,2280.43521599123
"MDV","Vitamin B12","Recreational",62974.8080624,13.0292706336
"MDV","Vitamin B12","Subsistence",1935298983.44646,186986.09779236
"MDV","Zinc","Artisanal",2711100.94766658,3295.83924792877
"MDV","Zinc","Import",56750691.1833333,28588.3942
"MDV","Zinc","Industrial",1795024.8637342,2280.43521599123
"MDV","Zinc","Recreational",14115.0431864,13.0292706336
"MDV","Zinc","Subsistence",214054569.459428,186986.09779236
"MEX","Calcium","aquaculture",3942867586.88613,41971.0409322241
"MEX","Calcium","Artisanal",616323279781.165,3659422.48575941
"MEX","Calcium","Import",53926149642,914522.6736
"MEX","Calcium","Industrial",186846424055.183,1691714.59362513
"MEX","Calcium","Recreational",222318779.8176,17956.595748864
"MEX","Calcium","Subsistence",18687379860.8447,140692.867300459
"MEX","DHA+EPA","aquaculture",41703738.2804536,41971.0409322241
"MEX","DHA+EPA","Artisanal",2761058433.7392,3659422.48575941
"MEX","DHA+EPA","Import",809164439.25324,914522.6736
"MEX","DHA+EPA","Industrial",3808305616.04314,1691714.59362513
"MEX","DHA+EPA","Recreational",8185354.22212388,17956.595748864
"MEX","DHA+EPA","Subsistence",167569808.150413,140692.867300459
"MEX","Iron","aquaculture",141923100.311065,41971.0409322241
"MEX","Iron","Artisanal",10712242972.85,3659422.48575941
"MEX","Iron","Import",1582032844.54,914522.6736
"MEX","Iron","Industrial",3485265090.2913,1691714.59362513
"MEX","Iron","Recreational",18922212.105628,17956.595748864
"MEX","Iron","Subsistence",233501914.270757,140692.867300459
"MEX","Vitamin A","aquaculture",2085775545.31158,41971.0409322241
"MEX","Vitamin A","Artisanal",207297326086.71,3659422.48575941
"MEX","Vitamin A","Import",22050989963,914522.6736
"MEX","Vitamin A","Industrial",64663421131.3979,1691714.59362513
"MEX","Vitamin A","Recreational",182610108.90536,17956.595748864
"MEX","Vitamin A","Subsistence",10501221964.4486,140692.867300459
"MEX","Vitamin B12","aquaculture",695170615.879083,41971.0409322241
"MEX","Vitamin B12","Artisanal",30053217147.4335,3659422.48575941
"MEX","Vitamin B12","Import",4684061490.9,914522.6736
"MEX","Vitamin B12","Industrial",15073392079.7687,1691714.59362513
"MEX","Vitamin B12","Recreational",65810887.967024,17956.595748864
"MEX","Vitamin B12","Subsistence",552384193.899671,140692.867300459
"MEX","Zinc","aquaculture",354415650.6471,41971.0409322241
"MEX","Zinc","Artisanal",29555843476.3251,3659422.48575941
"MEX","Zinc","Import",1615440352.85,914522.6736
"MEX","Zinc","Industrial",2977078330.01329,1691714.59362513
"MEX","Zinc","Recreational",18074292.05162,17956.595748864
"MEX","Zinc","Subsistence",131287448.025391,140692.867300459
"MHL","Calcium","aquaculture",46054.1703666218,11.5135425916554
"MHL","Calcium","Artisanal",1798602475.80888,6137.38560707404
"MHL","Calcium","Import",310654800,7067.34
"MHL","Calcium","Subsistence",3048000754.60631,10972.8366756722
"MHL","DHA+EPA","aquaculture",253.29793701642,11.5135425916554
"MHL","DHA+EPA","Artisanal",5369629.49853586,6137.38560707404
"MHL","DHA+EPA","Import",8868949.166,7067.34
"MHL","DHA+EPA","Subsistence",9976876.59450236,10972.8366756722
"MHL","Iron","aquaculture",52962.295921615,11.5135425916554
"MHL","Iron","Artisanal",32910671.8582539,6137.38560707404
"MHL","Iron","Import",8524828,7067.34
"MHL","Iron","Subsistence",50685935.4283333,10972.8366756722
"MHL","Vitamin A","Artisanal",205938174.387459,6137.38560707404
"MHL","Vitamin A","Import",199292200,7067.34
"MHL","Vitamin A","Subsistence",351374494.552486,10972.8366756722
"MHL","Vitamin B12","aquaculture",1313695.20970789,11.5135425916554
"MHL","Vitamin B12","Artisanal",112459286.392005,6137.38560707404
"MHL","Vitamin B12","Import",27158925,7067.34
"MHL","Vitamin B12","Subsistence",172818616.946414,10972.8366756722
"MHL","Zinc","aquaculture",34540.6277749663,11.5135425916554
"MHL","Zinc","Artisanal",11498643.1730337,6137.38560707404
"MHL","Zinc","Import",7246475,7067.34
"MHL","Zinc","Subsistence",18166769.8893949,10972.8366756722
"MKD","Calcium","Import",2536610196,53284.6098
"MKD","DHA+EPA","Import",48447830.56602,53284.6098
"MKD","Iron","Import",62663777.72,53284.6098
"MKD","Vitamin A","Import",1445832094,53284.6098
"MKD","Vitamin B12","Import",206957895.15,53284.6098
"MKD","Zinc","Import",52578932.65,53284.6098
"MLI","Calcium","Import",10256826680,207335.232
"MLI","DHA+EPA","Import",147351683.4472,207335.232
"MLI","Iron","Import",227050122.72,207335.232
"MLI","Vitamin A","Import",5553774500,207335.232
"MLI","Vitamin B12","Import",784411608.4,207335.232
"MLI","Zinc","Import",183768663,207335.232
"MLT","Calcium","Import",13725099816,305030.1018
"MLT","Calcium","Recreational",7363219.71359417,131.74284051892
"MLT","Calcium","Subsistence",58705964.47712,1523.60707698668
"MLT","DHA+EPA","Import",366707483.62322,305030.1018
"MLT","DHA+EPA","Recreational",193659.717588002,131.74284051892
"MLT","DHA+EPA","Subsistence",4025238.51911485,1523.60707698668
"MLT","Iron","Import",412539671.92,305030.1018
"MLT","Iron","Recreational",508739.985668715,131.74284051892
"MLT","Iron","Subsistence",2863771.57871741,1523.60707698668
"MLT","Vitamin A","Import",8456557244,305030.1018
"MLT","Vitamin A","Recreational",8105463.25949558,131.74284051892
"MLT","Vitamin A","Subsistence",82638753.1080097,1523.60707698668
"MLT","Vitamin B12","Import",1319942247.95,305030.1018
"MLT","Vitamin B12","Recreational",2059346.96721138,131.74284051892
"MLT","Vitamin B12","Subsistence",8058341.94599903,1523.60707698668
"MLT","Zinc","Import",331781164.95,305030.1018
"MLT","Zinc","Recreational",305020.203544223,131.74284051892
"MLT","Zinc","Subsistence",2086401.95064062,1523.60707698668
"MMR","Calcium","aquaculture",23389643.1632914,479.245263265828
"MMR","Calcium","Artisanal",107682685578.383,375561.452884216
"MMR","Calcium","Import",1626537540,29188.533
"MMR","Calcium","Industrial",335480310710.59,1103075.6808133
"MMR","Calcium","Subsistence",82355237642.3326,576823.158940708
"MMR","DHA+EPA","aquaculture",315182.544044432,479.245263265828
"MMR","DHA+EPA","Artisanal",550262922.39105,375561.452884216
"MMR","DHA+EPA","Import",30265499.0765,29188.533
"MMR","DHA+EPA","Industrial",1675126907.97876,1103075.6808133
"MMR","DHA+EPA","Subsistence",742999345.317278,576823.158940708
"MMR","Iron","aquaculture",737173.326531656,479.245263265828
"MMR","Iron","Artisanal",741420149.885449,375561.452884216
"MMR","Iron","Import",44549747.16,29188.533
"MMR","Iron","Industrial",2152590485.46867,1103075.6808133
"MMR","Iron","Subsistence",963767145.745531,576823.158940708
"MMR","Vitamin A","aquaculture",13357350.534051,479.245263265828
"MMR","Vitamin A","Artisanal",38415935051.3978,375561.452884216
"MMR","Vitamin A","Import",743752670,29188.533
"MMR","Vitamin A","Industrial",113360171151.935,1103075.6808133
"MMR","Vitamin A","Subsistence",375813609508.663,576823.158940708
"MMR","Vitamin B12","aquaculture",1233213.26326583,479.245263265828
"MMR","Vitamin B12","Artisanal",2285024290.92498,375561.452884216
"MMR","Vitamin B12","Import",134664860.75,29188.533
"MMR","Vitamin B12","Industrial",6781847641.89079,1103075.6808133
"MMR","Vitamin B12","Subsistence",3330796080.26582,576823.158940708
"MMR","Zinc","aquaculture",421900.189626589,479.245263265828
"MMR","Zinc","Artisanal",429133321.96624,375561.452884216
"MMR","Zinc","Import",43597541.45,29188.533
"MMR","Zinc","Industrial",1266673702.15074,1103075.6808133
"MMR","Zinc","Subsistence",982489160.742898,576823.158940708
"MNE","Calcium","aquaculture",24000192.5093733,648.703253790387
"MNE","Calcium","Artisanal",5249432.62870232,95.0500386536396
"MNE","Calcium","Import",1434014804,27753.9982
"MNE","Calcium","Industrial",58347842.2060799,729.237489309574
"MNE","Calcium","Recreational",43777446.8983179,316.80068463012
"MNE","Calcium","Subsistence",175116668.474734,1267.2629410485
"MNE","DHA+EPA","aquaculture",752106.863573233,648.703253790387
"MNE","DHA+EPA","Artisanal",371431.792455095,95.0500386536396
"MNE","DHA+EPA","Import",23651346.92278,27753.9982
"MNE","DHA+EPA","Industrial",7803533.9373691,729.237489309574
"MNE","DHA+EPA","Recreational",879103.16229002,316.80068463012
"MNE","DHA+EPA","Subsistence",3516254.31982126,1267.2629410485
"MNE","Iron","aquaculture",13081329.0144258,648.703253790387
"MNE","Iron","Artisanal",238501.043857181,95.0500386536396
"MNE","Iron","Import",46225879.5066667,27753.9982
"MNE","Iron","Industrial",4351913.55652238,729.237489309574
"MNE","Iron","Recreational",669062.77130562,316.80068463012
"MNE","Iron","Subsistence",2676132.92398983,1267.2629410485
"MNE","Vitamin A","aquaculture",17322088.0838272,648.703253790387
"MNE","Vitamin A","Artisanal",2874081.61831612,95.0500386536396
"MNE","Vitamin A","Import",696883966,27753.9982
"MNE","Vitamin A","Industrial",43437717.1965663,729.237489309574
"MNE","Vitamin A","Recreational",12468746.258057,316.80068463012
"MNE","Vitamin A","Subsistence",49869774.6905845,1267.2629410485
"MNE","Vitamin B12","aquaculture",3061506.00349996,648.703253790387
"MNE","Vitamin B12","Artisanal",229084.936198269,95.0500386536396
"MNE","Vitamin B12","Import",140744882.316667,27753.9982
"MNE","Vitamin B12","Industrial",2489502.66438773,729.237489309574
"MNE","Vitamin B12","Recreational",3630512.22631658,316.80068463012
"MNE","Vitamin B12","Subsistence",14523041.8117455,1267.2629410485
"MNE","Zinc","aquaculture",432531.061592036,648.703253790387
"MNE","Zinc","Artisanal",129501.64213264,95.0500386536396
"MNE","Zinc","Import",40922179.2833333,27753.9982
"MNE","Zinc","Industrial",1724394.10714314,729.237489309574
"MNE","Zinc","Recreational",585818.099179744,316.80068463012
"MNE","Zinc","Subsistence",2343968.52285809,1267.2629410485
"MNG","Calcium","Import",318389530,7007.118
"MNG","DHA+EPA","Import",8492826.5208,7007.118
"MNG","Iron","Import",8597369.26,7007.118
"MNG","Vitamin A","Import",194948955,7007.118
"MNG","Vitamin B12","Import",27080267.4,7007.118
"MNG","Zinc","Import",7638218.95,7007.118
"MNP","Calcium","Artisanal",20549776.5023147,72.73351657422
"MNP","Calcium","Recreational",126014701.846798,917.83989868656
"MNP","Calcium","Subsistence",126014701.846798,917.83989868656
"MNP","DHA+EPA","Artisanal",53310.2938021319,72.73351657422
"MNP","DHA+EPA","Recreational",1100022.0019362,917.83989868656
"MNP","DHA+EPA","Subsistence",1100022.0019362,917.83989868656
"MNP","Iron","Artisanal",169866.591858967,72.73351657422
"MNP","Iron","Recreational",2881526.60282231,917.83989868656
"MNP","Iron","Subsistence",2881526.60282231,917.83989868656
"MNP","Vitamin A","Artisanal",2371364.98240635,72.73351657422
"MNP","Vitamin A","Recreational",22584699.1103727,917.83989868656
"MNP","Vitamin A","Subsistence",22584699.1103727,917.83989868656
"MNP","Vitamin B12","Artisanal",353022.999748242,72.73351657422
"MNP","Vitamin B12","Recreational",9035839.57599961,917.83989868656
"MNP","Vitamin B12","Subsistence",9035839.57599961,917.83989868656
"MNP","Zinc","Artisanal",91940.0302944499,72.73351657422
"MNP","Zinc","Recreational",1229477.9755888,917.83989868656
"MNP","Zinc","Subsistence",1229477.9755888,917.83989868656
"MOZ","Calcium","Artisanal",103450965990.944,776720.69999558
"MOZ","Calcium","Import",3789439890,86748.81
"MOZ","Calcium","Industrial",1293528150.5319,13256.7184105277
"MOZ","Calcium","Subsistence",21877803177.8696,165330.624347219
"MOZ","DHA+EPA","Artisanal",1244816269.79847,776720.69999558
"MOZ","DHA+EPA","Import",107993838.778,86748.81
"MOZ","DHA+EPA","Industrial",3095620.31171355,13256.7184105277
"MOZ","DHA+EPA","Subsistence",405188158.837638,165330.624347219
"MOZ","Iron","Artisanal",1808531462.87237,776720.69999558
"MOZ","Iron","Import",104690881.66,86748.81
"MOZ","Iron","Industrial",27002698.3542483,13256.7184105277
"MOZ","Iron","Subsistence",333908524.665954,165330.624347219
"MOZ","Vitamin A","Artisanal",25696185933.2521,776720.69999558
"MOZ","Vitamin A","Import",2449565615,86748.81
"MOZ","Vitamin A","Industrial",212503140.09429,13256.7184105277
"MOZ","Vitamin A","Subsistence",5799816085.61931,165330.624347219
"MOZ","Vitamin B12","Artisanal",5522190158.01057,776720.69999558
"MOZ","Vitamin B12","Import",335683360,86748.81
"MOZ","Vitamin B12","Industrial",40114736.6918486,13256.7184105277
"MOZ","Vitamin B12","Subsistence",1445004965.3558,165330.624347219
"MOZ","Zinc","Artisanal",995145290.616628,776720.69999558
"MOZ","Zinc","Import",87069276.55,86748.81
"MOZ","Zinc","Industrial",38046626.7078782,13256.7184105277
"MOZ","Zinc","Subsistence",283585060.85506,165330.624347219
"MRT","Calcium","Artisanal",149383414084.601,1220857.06158865
"MRT","Calcium","Import",1750856000,37257.6
"MRT","Calcium","Industrial",1276663971.50154,18138.5105722997
"MRT","Calcium","Recreational",59011709.176728,422.64
"MRT","Calcium","Subsistence",14985813.3216456,111.042545808
"MRT","DHA+EPA","Artisanal",2839938859.67797,1220857.06158865
"MRT","DHA+EPA","Import",44897495.24,37257.6
"MRT","DHA+EPA","Industrial",49505803.3582897,18138.5105722997
"MRT","DHA+EPA","Recreational",671026.848222755,422.64
"MRT","DHA+EPA","Subsistence",287075.043253253,111.042545808
"MRT","Iron","Artisanal",2969549865.17952,1220857.06158865
"MRT","Iron","Import",45508040,37257.6
"MRT","Iron","Industrial",45830337.7996126,18138.5105722997
"MRT","Iron","Recreational",775219.0756776,422.64
"MRT","Iron","Subsistence",275153.546420585,111.042545808
"MRT","Vitamin A","Artisanal",51181141283.3552,1220857.06158865
"MRT","Vitamin A","Import",1028360000,37257.6
"MRT","Vitamin A","Industrial",555681364.634474,18138.5105722997
"MRT","Vitamin A","Recreational",30572721,422.64
"MRT","Vitamin A","Subsistence",4157205.48722195,111.042545808
"MRT","Vitamin B12","Artisanal",14553585698.0554,1220857.06158865
"MRT","Vitamin B12","Import",142041600,37257.6
"MRT","Vitamin B12","Industrial",198689749.962456,18138.5105722997
"MRT","Vitamin B12","Recreational",2671486.308,422.64
"MRT","Vitamin B12","Subsistence",1529544.35639195,111.042545808
"MRT","Zinc","Artisanal",2115481675.09806,1220857.06158865
"MRT","Zinc","Import",42556160,37257.6
"MRT","Zinc","Industrial",20782690.8783143,18138.5105722997
"MRT","Zinc","Recreational",527432.3750232,422.64
"MRT","Zinc","Subsistence",209593.729896828,111.042545808
"MSR","Calcium","Artisanal",17113267.9185211,56.3029018992
"MSR","Calcium","Import",11393800,231.54
"MSR","Calcium","Subsistence",5900463.07762764,19.422098452
"MSR","DHA+EPA","Artisanal",45115.5626908544,56.3029018992
"MSR","DHA+EPA","Import",266136.166,231.54
"MSR","DHA+EPA","Subsistence",14883.8010685547,19.422098452
"MSR","Iron","Artisanal",124904.66800564,56.3029018992
"MSR","Iron","Import",292054,231.54
"MSR","Iron","Subsistence",39803.234839488,19.422098452
"MSR","Vitamin A","Artisanal",2266058.817252,56.3029018992
"MSR","Vitamin A","Import",6240700,231.54
"MSR","Vitamin A","Subsistence",722509.7536208,19.422098452
"MSR","Vitamin B12","Artisanal",206479.76711568,56.3029018992
"MSR","Vitamin B12","Import",884025,231.54
"MSR","Vitamin B12","Subsistence",78599.193025592,19.422098452
"MSR","Zinc","Artisanal",50686.823728249,56.3029018992
"MSR","Zinc","Import",295840,231.54
"MSR","Zinc","Subsistence",24673.06498046,19.422098452
"MTQ","Calcium","aquaculture",8960000,168
"MTQ","Calcium","Artisanal",410607820.654402,4205.59249586492
"MTQ","Calcium","Recreational",89192170.399212,647.25191757
"MTQ","Calcium","Subsistence",1106985652.93654,4061.3403479916
"MTQ","DHA+EPA","aquaculture",84280,168
"MTQ","DHA+EPA","Artisanal",6317879.00500173,4205.59249586492
"MTQ","DHA+EPA","Recreational",774591.399930554,647.25191757
"MTQ","DHA+EPA","Subsistence",5793273.42078712,4061.3403479916
"MTQ","Iron","aquaculture",201320,168
"MTQ","Iron","Artisanal",7917645.13708635,4205.59249586492
"MTQ","Iron","Recreational",2948886.34985068,647.25191757
"MTQ","Iron","Subsistence",9590434.91985376,4061.3403479916
"MTQ","Vitamin A","aquaculture",6580000,168
"MTQ","Vitamin A","Artisanal",139541939.043322,4205.59249586492
"MTQ","Vitamin A","Recreational",16763661.656591,647.25191757
"MTQ","Vitamin A","Subsistence",533195654.690916,4061.3403479916
"MTQ","Vitamin B12","aquaculture",7e+05,168
"MTQ","Vitamin B12","Artisanal",44150935.8330626,4205.59249586492
"MTQ","Vitamin B12","Recreational",12716071.8644945,647.25191757
"MTQ","Vitamin B12","Subsistence",18447986.3014791,4061.3403479916
"MTQ","Zinc","aquaculture",126000,168
"MTQ","Zinc","Artisanal",5946906.61981505,4205.59249586492
"MTQ","Zinc","Recreational",3701233.2568994,647.25191757
"MTQ","Zinc","Subsistence",6617847.92441011,4061.3403479916
"MUS","Calcium","aquaculture",444486219.771706,8379.76236312184
"MUS","Calcium","Artisanal",2202894113.18402,10283.7941874883
"MUS","Calcium","Import",11176398234,232254.8642
"MUS","Calcium","Industrial",3304786777.81603,4968.92855530056
"MUS","Calcium","Recreational",49857584.281232,3500.2125940032
"MUS","Calcium","Subsistence",1356698821.83064,7895.426387135
"MUS","DHA+EPA","aquaculture",4384065.67102554,8379.76236312184
"MUS","DHA+EPA","Artisanal",9775261.18936159,10283.7941874883
"MUS","DHA+EPA","Import",260745502.09278,232254.8642
"MUS","DHA+EPA","Industrial",845849.051234424,4968.92855530056
"MUS","DHA+EPA","Recreational",3765639.14376704,3500.2125940032
"MUS","DHA+EPA","Subsistence",8738944.42376282,7895.426387135
"MUS","Iron","aquaculture",10237430.6986398,8379.76236312184
"MUS","Iron","Artisanal",38686804.6505246,10283.7941874883
"MUS","Iron","Import",305403802.913333,232254.8642
"MUS","Iron","Industrial",30982184.3738868,4968.92855530056
"MUS","Iron","Recreational",5361828.7440472,3500.2125940032
"MUS","Iron","Subsistence",26740272.9059776,7895.426387135
"MUS","Vitamin A","aquaculture",324367818.608021,8379.76236312184
"MUS","Vitamin A","Artisanal",734336328.028503,10283.7941874883
"MUS","Vitamin A","Import",6270856891,232254.8642
"MUS","Vitamin A","Industrial",111918305.919194,4968.92855530056
"MUS","Vitamin A","Recreational",113838127.192888,3500.2125940032
"MUS","Vitamin A","Subsistence",615300267.447096,7895.426387135
"MUS","Vitamin B12","aquaculture",35280621.8874414,8379.76236312184
"MUS","Vitamin B12","Artisanal",83723244.5816482,10283.7941874883
"MUS","Vitamin B12","Import",941505286.383333,232254.8642
"MUS","Vitamin B12","Industrial",28528301.7978437,4968.92855530056
"MUS","Vitamin B12","Recreational",5307357.997856,3500.2125940032
"MUS","Vitamin B12","Subsistence",64848071.7084856,7895.426387135
"MUS","Zinc","aquaculture",6388239.09821746,8379.76236312184
"MUS","Zinc","Artisanal",16007603.0166975,10283.7941874883
"MUS","Zinc","Import",285579673.266667,232254.8642
"MUS","Zinc","Industrial",3797571.51493377,4968.92855530056
"MUS","Zinc","Recreational",2915382.7656328,3500.2125940032
"MUS","Zinc","Subsistence",13030780.1289617,7895.426387135
"MWI","Calcium","Import",165120364,3581.2022
"MWI","DHA+EPA","Import",4258596.56838,3581.2022
"MWI","Iron","Import",4477444.09333333,3581.2022
"MWI","Vitamin A","Import",98944106,3581.2022
"MWI","Vitamin B12","Import",14041366.7833333,3581.2022
"MWI","Zinc","Import",3969165.41666667,3581.2022
"MYS","Calcium","aquaculture",224143065584.619,790071.333000287
"MYS","Calcium","Artisanal",921639968694.321,1983554.89787689
"MYS","Calcium","Import",109599355580,2012267.998
"MYS","Calcium","Industrial",2589037795496.15,5480548.09298974
"MYS","Calcium","Recreational",11713366210.7168,32403.210450624
"MYS","Calcium","Subsistence",213238822211.983,461648.157866563
"MYS","DHA+EPA","aquaculture",87467551.7521362,790071.333000287
"MYS","DHA+EPA","Artisanal",3032809027.93148,1983554.89787689
