"country","iso3c","year","genus_cat","scientific_name","common_name","production_sector","tonnes"
"Albania","ALB",2019,"Cephalopods","Loligo","Common squids","Artisanal",8.842992094
"Albania","ALB",2019,"Cephalopods","Loligo","Common squids","Industrial",26.9311166
"Albania","ALB",2019,"Cephalopods","Octopus vulgaris","Common octopus","Artisanal",0.796505821
"Albania","ALB",2019,"Cephalopods","Octopus vulgaris","Common octopus","Industrial",27.01323765
"Albania","ALB",2019,"Cephalopods","Sepia officinalis","Common cuttlefish","Industrial",37.21503428
"Albania","ALB",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Industrial",12.50081153
"Albania","ALB",2019,"Demersal Fish","Anguilla anguilla","European eel","Artisanal",1.376706686
"Albania","ALB",2019,"Demersal Fish","Boops boops","Bogue","Artisanal",81.6276289
"Albania","ALB",2019,"Demersal Fish","Boops boops","Bogue","Industrial",35.30605928
"Albania","ALB",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Industrial",17.62309503
"Albania","ALB",2019,"Demersal Fish","Spicara","Picarels","Artisanal",140.8289097
"Albania","ALB",2019,"Demersal Fish","Spicara","Picarels","Industrial",14.14295163
"Albania","ALB",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",795.3892998
"Albania","ALB",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",3796.939889
"Albania","ALB",2019,"Pelagic Fish","Dentex dentex","Common dentex","Artisanal",1.567656114
"Albania","ALB",2019,"Pelagic Fish","Engraulis encrasicolus","European anchovy","Industrial",0.493710123
"Albania","ALB",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Artisanal",5.995851413
"Albania","ALB",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Industrial",716.4353191
"Albania","ALB",2019,"Pelagic Fish","Sardinella aurita","Round sardinella","Artisanal",1.405774804
"Algeria","DZA",2019,"Cephalopods","Loligo","Common squids","Artisanal",50.68039734
"Algeria","DZA",2019,"Cephalopods","Loligo","Common squids","Industrial",182.1964927
"Algeria","DZA",2019,"Cephalopods","Octopoda","Octopuses, argonauts","Artisanal",91.81861168
"Algeria","DZA",2019,"Cephalopods","Octopoda","Octopuses, argonauts","Industrial",329.7113883
"Algeria","DZA",2019,"Cephalopods","Octopus vulgaris","Common octopus","Artisanal",11.8311272
"Algeria","DZA",2019,"Cephalopods","Sepia officinalis","Common cuttlefish","Artisanal",106.5574895
"Algeria","DZA",2019,"Cephalopods","Sepia officinalis","Common cuttlefish","Industrial",180.0097965
"Algeria","DZA",2019,"Crustaceans","Aristeus antennatus","Blue and red shrimp","Artisanal",172.861729813
"Algeria","DZA",2019,"Crustaceans","Aristeus antennatus","Blue and red shrimp","Industrial",2807.718276
"Algeria","DZA",2019,"Crustaceans","Crangon crangon","Common shrimp","Industrial",647.3714509
"Algeria","DZA",2019,"Crustaceans","Decapoda","Crabs, lobsters, shrimps","Industrial",425.4158843
"Algeria","DZA",2019,"Crustaceans","Dendrobranchiata","Shrimps and prawns","Artisanal",21.515469169
"Algeria","DZA",2019,"Crustaceans","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Artisanal",64.12854754
"Algeria","DZA",2019,"Crustaceans","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Industrial",231.4614525
"Algeria","DZA",2019,"Crustaceans","Nephropidae","Clawed lobsters","Artisanal",1197.8858194
"Algeria","DZA",2019,"Crustaceans","Nephrops norvegicus","Norway lobster","Artisanal",8.51981365
"Algeria","DZA",2019,"Crustaceans","Nephrops norvegicus","Norway lobster","Industrial",498.0870885
"Algeria","DZA",2019,"Crustaceans","Palinuridae","Spiny lobsters","Industrial",26.78867912
"Algeria","DZA",2019,"Crustaceans","Palinurus","Spiny lobsters","Artisanal",2.416657546
"Algeria","DZA",2019,"Crustaceans","Palinurus","Spiny lobsters","Industrial",8.943342454
"Algeria","DZA",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Artisanal",223.5982252
"Algeria","DZA",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Industrial",2861.20729
"Algeria","DZA",2019,"Crustaceans","Scyllaridae","Slipper lobsters","Artisanal",21.32980754
"Algeria","DZA",2019,"Demersal Fish","Batoidea","Batoids, skates, rays, sawfishes","Artisanal",312.7972978
"Algeria","DZA",2019,"Demersal Fish","Batoidea","Batoids, skates, rays, sawfishes","Industrial",0.01551509
"Algeria","DZA",2019,"Demersal Fish","Boops boops","Bogue","Artisanal",901.8175231
"Algeria","DZA",2019,"Demersal Fish","Boops boops","Bogue","Industrial",2903.3801269
"Algeria","DZA",2019,"Demersal Fish","Chelidonichthys cuculus","Red gurnard","Artisanal",5.734758604
"Algeria","DZA",2019,"Demersal Fish","Conger conger","European conger","Artisanal",13.61101621
"Algeria","DZA",2019,"Demersal Fish","Conger conger","European conger","Industrial",50.94898379
"Algeria","DZA",2019,"Demersal Fish","Dicentrarchus labrax","European seabass","Artisanal",0.366007701
"Algeria","DZA",2019,"Demersal Fish","Dicentrarchus labrax","European seabass","Industrial",1.443992299
"Algeria","DZA",2019,"Demersal Fish","Diplodus sargus sargus","White seabream","Artisanal",18.57036914
"Algeria","DZA",2019,"Demersal Fish","Diplodus sargus sargus","White seabream","Industrial",66.81963086
"Algeria","DZA",2019,"Demersal Fish","Dipturus batis","Blue skate","Artisanal",0.244708437
"Algeria","DZA",2019,"Demersal Fish","Dipturus batis","Blue skate","Industrial",0.469030867
"Algeria","DZA",2019,"Demersal Fish","Dipturus oxyrinchus","Longnosed skate","Artisanal",15.41663151
"Algeria","DZA",2019,"Demersal Fish","Dipturus oxyrinchus","Longnosed skate","Industrial",30.20245884
"Algeria","DZA",2019,"Demersal Fish","Epinephelus","Seabasses, hinds","Artisanal",2762.353488
"Algeria","DZA",2019,"Demersal Fish","Galeus melastomus","Blackmouth catshark","Artisanal",0.009382968
"Algeria","DZA",2019,"Demersal Fish","Galeus melastomus","Blackmouth catshark","Industrial",0.014281814
"Algeria","DZA",2019,"Demersal Fish","Leucoraja circularis","Sandy ray","Artisanal",0.570986352
"Algeria","DZA",2019,"Demersal Fish","Leucoraja circularis","Sandy ray","Industrial",1.035697358
"Algeria","DZA",2019,"Demersal Fish","Leucoraja naevus","Cuckoo ray","Artisanal",0.897264268
"Algeria","DZA",2019,"Demersal Fish","Leucoraja naevus","Cuckoo ray","Industrial",1.689487641
"Algeria","DZA",2019,"Demersal Fish","Lophius","Frogfishes","Artisanal",23.24686829
"Algeria","DZA",2019,"Demersal Fish","Lophius","Frogfishes","Industrial",83.34313171
"Algeria","DZA",2019,"Demersal Fish","Mullidae","Goatfishes","Artisanal",1793.599106
"Algeria","DZA",2019,"Demersal Fish","Mullidae","Goatfishes","Industrial",3262.21683
"Algeria","DZA",2019,"Demersal Fish","Mullus","Atlantic goatfishes","Artisanal",1635.148243
"Algeria","DZA",2019,"Demersal Fish","Raja","Stingrays, skates","Artisanal",3.75219603
"Algeria","DZA",2019,"Demersal Fish","Raja","Stingrays, skates","Industrial",7.505378754
"Algeria","DZA",2019,"Demersal Fish","Raja asterias","Mediterranean starry ray","Artisanal",6.443988834
"Algeria","DZA",2019,"Demersal Fish","Raja asterias","Mediterranean starry ray","Industrial",12.67168905
"Algeria","DZA",2019,"Demersal Fish","Raja brachyura","Blonde ray","Artisanal",6.117710918
"Algeria","DZA",2019,"Demersal Fish","Raja brachyura","Blonde ray","Industrial",11.91583473
"Algeria","DZA",2019,"Demersal Fish","Raja clavata","Thornback ray","Artisanal",10.84874069
"Algeria","DZA",2019,"Demersal Fish","Raja clavata","Thornback ray","Industrial",18.85331439
"Algeria","DZA",2019,"Demersal Fish","Raja montagui","Spotted ray","Artisanal",3.181209677
"Algeria","DZA",2019,"Demersal Fish","Raja montagui","Spotted ray","Industrial",6.279259117
"Algeria","DZA",2019,"Demersal Fish","Raja polystigma","Speckled ray","Artisanal",0.326277916
"Algeria","DZA",2019,"Demersal Fish","Raja polystigma","Speckled ray","Industrial",0.489416873
"Algeria","DZA",2019,"Demersal Fish","Raja undulata","Undulate ray","Artisanal",0.73412531
"Algeria","DZA",2019,"Demersal Fish","Raja undulata","Undulate ray","Industrial",1.409642757
"Algeria","DZA",2019,"Demersal Fish","Rajidae","Stingrays","Artisanal",0.163138958
"Algeria","DZA",2019,"Demersal Fish","Rajidae","Stingrays","Industrial",0.326277916
"Algeria","DZA",2019,"Demersal Fish","Scorpaena","Scorpionfishes","Artisanal",4634.428659
"Algeria","DZA",2019,"Demersal Fish","Scorpaena","Scorpionfishes","Industrial",83.6743687
"Algeria","DZA",2019,"Demersal Fish","Scyliorhinus","Catsharks","Artisanal",12.79870013
"Algeria","DZA",2019,"Demersal Fish","Scyliorhinus canicula","Small-spotted catshark","Industrial",0.014281814
"Algeria","DZA",2019,"Demersal Fish","Seriola dumerili","Greater amberjack","Artisanal",40.08905456
"Algeria","DZA",2019,"Demersal Fish","Seriola dumerili","Greater amberjack","Industrial",114.33387558
"Algeria","DZA",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Artisanal",1.681696798
"Algeria","DZA",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Industrial",6.288303202
"Algeria","DZA",2019,"Demersal Fish","Solea","Soles","Artisanal",38.76037268
"Algeria","DZA",2019,"Demersal Fish","Solea solea","Common sole","Artisanal",25.22893286
"Algeria","DZA",2019,"Demersal Fish","Solea solea","Common sole","Industrial",90.96106714
"Algeria","DZA",2019,"Demersal Fish","Sparus aurata","Gilthead seabream","Artisanal",6748.424749
"Algeria","DZA",2019,"Demersal Fish","Sphyraenidae","Barracudas","Artisanal",134.4351457
"Algeria","DZA",2019,"Demersal Fish","Sphyraenidae","Barracudas","Industrial",96.97436687
"Algeria","DZA",2019,"Demersal Fish","Trachinus draco","Greater weever","Artisanal",0.118373195
"Algeria","DZA",2019,"Demersal Fish","Trachinus draco","Greater weever","Industrial",0.431626805
"Algeria","DZA",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",6940.025106
"Algeria","DZA",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",13007.0323335
"Algeria","DZA",2019,"Moluscs; Other","Mollusca","Clams, seasnails, squids, octopuses","Artisanal",6.64
"Algeria","DZA",2019,"Pelagic Fish","Alopias vulpinus","Thresher","Artisanal",3.324516246
"Algeria","DZA",2019,"Pelagic Fish","Alopias vulpinus","Thresher","Industrial",23.452957674
"Algeria","DZA",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Artisanal",109.1150092
"Algeria","DZA",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Industrial",391.8249908
"Algeria","DZA",2019,"Pelagic Fish","Auxis rochei","Bullet tuna","Industrial",904.998
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinidae","Requiem sharks","Artisanal",0.190238591
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinidae","Requiem sharks","Industrial",0.101850441
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus","Sharp-nosed sharks","Artisanal",0.525066196
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus","Sharp-nosed sharks","Industrial",0.976623124
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus brachyurus","Copper shark","Artisanal",0.408866872
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus brachyurus","Copper shark","Industrial",0.523760324
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus brevipinna","Spinner shark","Industrial",0.05250662
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus plumbeus","Sandbar shark","Artisanal",0.287340114
"Algeria","DZA",2019,"Pelagic Fish","Carcharhinus plumbeus","Sandbar shark","Industrial",0.439166223
"Algeria","DZA",2019,"Pelagic Fish","Centrophorus granulosus","Gulper shark","Artisanal",4.871636019
"Algeria","DZA",2019,"Pelagic Fish","Cetorhinus maximus","Basking shark","Artisanal",125.3627479
"Algeria","DZA",2019,"Pelagic Fish","Cetorhinus maximus","Basking shark","Industrial",167.0735105
"Algeria","DZA",2019,"Pelagic Fish","Chondrichthyes","Sharks, rays, chimaeras","Industrial",93.62851241
"Algeria","DZA",2019,"Pelagic Fish","Clupeiformes","Herrings, shads, anchovies","Artisanal",58.48892546
"Algeria","DZA",2019,"Pelagic Fish","Clupeiformes","Herrings, shads, anchovies","Industrial",162.6497145
"Algeria","DZA",2019,"Pelagic Fish","Dentex dentex","Common dentex","Artisanal",1.272502098
"Algeria","DZA",2019,"Pelagic Fish","Dentex dentex","Common dentex","Industrial",4.317497902
"Algeria","DZA",2019,"Pelagic Fish","Diplodus vulgaris","Common two-banded seabream","Artisanal",76.65376004
"Algeria","DZA",2019,"Pelagic Fish","Echinorhinus brucus","Bramble shark","Artisanal",3.324516246
"Algeria","DZA",2019,"Pelagic Fish","Echinorhinus brucus","Bramble shark","Industrial",4.639448396
"Algeria","DZA",2019,"Pelagic Fish","Engraulis encrasicolus","European anchovy","Artisanal",2210.397895
"Algeria","DZA",2019,"Pelagic Fish","Engraulis encrasicolus","European anchovy","Industrial",8052.657859
"Algeria","DZA",2019,"Pelagic Fish","Euthynnus alletteratus","Little tunny","Artisanal",6548.721657
"Algeria","DZA",2019,"Pelagic Fish","Euthynnus alletteratus","Little tunny","Industrial",234.878766869
"Algeria","DZA",2019,"Pelagic Fish","Heptranchias perlo","Sharpnose sevengill shark","Artisanal",0.411681763
"Algeria","DZA",2019,"Pelagic Fish","Heptranchias perlo","Sharpnose sevengill shark","Industrial",0.560267554
"Algeria","DZA",2019,"Pelagic Fish","Hexanchus griseus","Bluntnose sixgill shark","Artisanal",16.52817105
"Algeria","DZA",2019,"Pelagic Fish","Hexanchus griseus","Bluntnose sixgill shark","Industrial",23.57225334
"Algeria","DZA",2019,"Pelagic Fish","Isurus oxyrinchus","Shortfin mako","Artisanal",3.324516246
"Algeria","DZA",2019,"Pelagic Fish","Isurus oxyrinchus","Shortfin mako","Industrial",4.712957664
"Algeria","DZA",2019,"Pelagic Fish","Lichia amia","Leerfish","Artisanal",1.128520484
"Algeria","DZA",2019,"Pelagic Fish","Lichia amia","Leerfish","Industrial",4.171479516
"Algeria","DZA",2019,"Pelagic Fish","Lithognathus mormyrus","Sand steenbras","Artisanal",6.751879674
"Algeria","DZA",2019,"Pelagic Fish","Lithognathus mormyrus","Sand steenbras","Industrial",25.84812033
"Algeria","DZA",2019,"Pelagic Fish","Liza","Mullets","Artisanal",641.1353229
"Algeria","DZA",2019,"Pelagic Fish","Liza","Mullets","Industrial",159.38036196
"Algeria","DZA",2019,"Pelagic Fish","Marine pelagic fishes not identified","Pelagic fishes","Industrial",7.471233131
"Algeria","DZA",2019,"Pelagic Fish","Oblada melanura","Saddled seabream","Artisanal",4.196511734
"Algeria","DZA",2019,"Pelagic Fish","Oblada melanura","Saddled seabream","Industrial",15.23348827
"Algeria","DZA",2019,"Pelagic Fish","Orcynopsis unicolor","Plain bonito","Artisanal",0.111831753
"Algeria","DZA",2019,"Pelagic Fish","Orcynopsis unicolor","Plain bonito","Industrial",1.368168247
"Algeria","DZA",2019,"Pelagic Fish","Oxynotus centrina","Angular roughshark","Artisanal",0.009382968
"Algeria","DZA",2019,"Pelagic Fish","Oxynotus centrina","Angular roughshark","Industrial",0.021002648
"Algeria","DZA",2019,"Pelagic Fish","Pagellus","Pandoras","Artisanal",3856.03057
"Algeria","DZA",2019,"Pelagic Fish","Pagellus acarne","Axillary seabream","Artisanal",73.97525772
"Algeria","DZA",2019,"Pelagic Fish","Pagellus bogaraveo","Blackspot seabream","Artisanal",417.531518
"Algeria","DZA",2019,"Pelagic Fish","Pagellus erythrinus","Common pandora","Artisanal",83.0696588
"Algeria","DZA",2019,"Pelagic Fish","Pagellus erythrinus","Common pandora","Industrial",298.2903412
"Algeria","DZA",2019,"Pelagic Fish","Pagrus","Subtropical seabreams","Artisanal",4106.453128
"Algeria","DZA",2019,"Pelagic Fish","Pagrus","Subtropical seabreams","Industrial",174.3221557
"Algeria","DZA",2019,"Pelagic Fish","Pagrus pagrus","Red porgy","Artisanal",7.098064271
"Algeria","DZA",2019,"Pelagic Fish","Pagrus pagrus","Red porgy","Industrial",25.35193573
"Algeria","DZA",2019,"Pelagic Fish","Phycis blennoides","Greater forkbeard","Artisanal",21.171627
"Algeria","DZA",2019,"Pelagic Fish","Phycis blennoides","Greater forkbeard","Industrial",75.748373
"Algeria","DZA",2019,"Pelagic Fish","Prionace glauca","Blue shark","Industrial",3.5
"Algeria","DZA",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Artisanal",1799.322562
"Algeria","DZA",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Industrial",537.694237498
"Algeria","DZA",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Artisanal",22822.62288
"Algeria","DZA",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Industrial",23037.670754
"Algeria","DZA",2019,"Pelagic Fish","Sardinella","Sardinellas","Artisanal",5433.871906
"Algeria","DZA",2019,"Pelagic Fish","Sardinella","Sardinellas","Industrial",20102.943956
"Algeria","DZA",2019,"Pelagic Fish","Sarpa salpa","Salema","Artisanal",1066.626106
"Algeria","DZA",2019,"Pelagic Fish","Sarpa salpa","Salema","Industrial",68.27267797
"Algeria","DZA",2019,"Pelagic Fish","Scomber scombrus","Atlantic mackerel","Artisanal",105.8765738
"Algeria","DZA",2019,"Pelagic Fish","Scomber scombrus","Atlantic mackerel","Industrial",418.2032005
"Algeria","DZA",2019,"Pelagic Fish","Scombridae","Mackerels, tunas, bonitos","Artisanal",854.9304574
"Algeria","DZA",2019,"Pelagic Fish","Scyliorhinus stellaris","Nursehound","Artisanal",0.019328409
"Algeria","DZA",2019,"Pelagic Fish","Scyliorhinus stellaris","Nursehound","Industrial",0.05496766
"Algeria","DZA",2019,"Pelagic Fish","Squalidae","Dogfish sharks","Artisanal",0.158287171
"Algeria","DZA",2019,"Pelagic Fish","Squalidae","Dogfish sharks","Industrial",0.208836558
"Algeria","DZA",2019,"Pelagic Fish","Squalus acanthias","Picked dogfish","Artisanal",0.663866667
"Algeria","DZA",2019,"Pelagic Fish","Squalus acanthias","Picked dogfish","Industrial",3.166133333
"Algeria","DZA",2019,"Pelagic Fish","Thunnus thynnus","Atlantic bluefin tuna","Artisanal",242.8637561
"Algeria","DZA",2019,"Pelagic Fish","Thunnus thynnus","Atlantic bluefin tuna","Industrial",1436.946064
"Algeria","DZA",2019,"Pelagic Fish","Trachurus","Jacks, horse mackerels","Artisanal",4948.992484
"Algeria","DZA",2019,"Pelagic Fish","Trachurus","Jacks, horse mackerels","Industrial",10099.477145
"Algeria","DZA",2019,"Pelagic Fish","Triakidae","Houndsharks","Artisanal",0.565016024
"Algeria","DZA",2019,"Pelagic Fish","Triakidae","Houndsharks","Industrial",0.838348198
"Algeria","DZA",2019,"Pelagic Fish","Xiphias gladius","Swordfish","Artisanal",1151.871458
"Algeria","DZA",2019,"Pelagic Fish","Xiphias gladius","Swordfish","Industrial",517.49
"Algeria","DZA",2019,"Pelagic Fish","Zeus faber","John dory","Artisanal",3.392597177
"Algeria","DZA",2019,"Pelagic Fish","Zeus faber","John dory","Industrial",9.467402823
"American Samoa","ASM",2019,"Cephalopods","Octopodidae","Octopuses","Artisanal",0.017728073
"American Samoa","ASM",2019,"Crustaceans","Panulirus","Spiny lobsters","Artisanal",0.194587313
"American Samoa","ASM",2019,"Demersal Fish","Acanthuridae","Surgeons, tangs, unicornfishes","Artisanal",1.181443223
"American Samoa","ASM",2019,"Demersal Fish","Aphareus rutilans","Rusty jobfish","Artisanal",1.22043732
"American Samoa","ASM",2019,"Demersal Fish","Aprion virescens","Green jobfish","Artisanal",0.765589636
"American Samoa","ASM",2019,"Demersal Fish","Balistidae","Triggerfishes","Artisanal",0.022160091
"American Samoa","ASM",2019,"Demersal Fish","Caranx sexfasciatus","Bigeye trevally","Artisanal",0.257105592
"American Samoa","ASM",2019,"Demersal Fish","Cephalopholis argus","Peacock hind","Artisanal",0.008363359
"American Samoa","ASM",2019,"Demersal Fish","Cephalopholis sonnerati","Tomato hind","Artisanal",0.077380228
"American Samoa","ASM",2019,"Demersal Fish","Cephalopholis urodeta","Darkfin hind","Artisanal",0.013283282
"American Samoa","ASM",2019,"Demersal Fish","Epinephelus fasciatus","Blacktip grouper","Artisanal",0.025033878
"American Samoa","ASM",2019,"Demersal Fish","Etelis carbunculus","Deep-water red snapper","Artisanal",0.39140213
"American Samoa","ASM",2019,"Demersal Fish","Etelis coruscans","Deepwater longtail red snapper","Artisanal",0.358617967
"American Samoa","ASM",2019,"Demersal Fish","Holocentridae","Squirrel-, soldierfishes","Artisanal",0.366541956
"American Samoa","ASM",2019,"Demersal Fish","Kyphosidae","Sea chubs, knifefishes, niblers","Artisanal",0.016085544
"American Samoa","ASM",2019,"Demersal Fish","Lethrinidae","Emperors, scavengers","Artisanal",3.177790268
"American Samoa","ASM",2019,"Demersal Fish","Lethrinus olivaceus","Longface emperor","Artisanal",0.151702747
"American Samoa","ASM",2019,"Demersal Fish","Lethrinus rubrioperculatus","Spotcheek emperor","Artisanal",0.03191564
"American Samoa","ASM",2019,"Demersal Fish","Lutjanidae","Snappers","Artisanal",0.39677675
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus","Snappers","Artisanal",0.012772387
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus bohar","Two-spot red snapper","Artisanal",0.11009542
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus gibbus","Humpback red snapper","Artisanal",0.608126543
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus kasmira","Common bluestripe snapper","Artisanal",1.878463024
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus malabaricus","Malabar blood snapper","Artisanal",0.001021791
"American Samoa","ASM",2019,"Demersal Fish","Lutjanus monostigma","One-spot snapper","Artisanal",0.012575692
"American Samoa","ASM",2019,"Demersal Fish","Mullidae","Goatfishes","Artisanal",0.126630552
"American Samoa","ASM",2019,"Demersal Fish","Naso","Unicornfishes","Artisanal",0.508277132
"American Samoa","ASM",2019,"Demersal Fish","Pristipomoides argyrogrammicus","Ornate jobfish","Artisanal",0.008685223
"American Samoa","ASM",2019,"Demersal Fish","Pristipomoides auricilla","Goldflag jobfish","Artisanal",0.00229903
"American Samoa","ASM",2019,"Demersal Fish","Pristipomoides filamentosus","Crimson jobfish","Artisanal",0.016859551
"American Samoa","ASM",2019,"Demersal Fish","Pristipomoides flavipinnis","Golden eye jobfish","Artisanal",0.001532686
"American Samoa","ASM",2019,"Demersal Fish","Pristipomoides zonatus","Oblique-banded snapper","Artisanal",0.031420071
"American Samoa","ASM",2019,"Demersal Fish","Sargocentron spiniferum","Sabre squirrelfish","Artisanal",0.006130746
"American Samoa","ASM",2019,"Demersal Fish","Scaridae","Parrotfishes","Artisanal",1.458565699
"American Samoa","ASM",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Artisanal",0.534595912
"American Samoa","ASM",2019,"Demersal Fish","Siganus","Spinefoots","Artisanal",0.007597016
"American Samoa","ASM",2019,"Demersal Fish","Variola louti","Yellow-edged lyretail","Artisanal",0.410318034
"American Samoa","ASM",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",0.193828633
"American Samoa","ASM",2019,"Pelagic Fish","Acanthocybium solandri","Wahoo","Industrial",35.400150777
"American Samoa","ASM",2019,"Pelagic Fish","Alopias","Thresher sharks","Artisanal",0.066416411
"American Samoa","ASM",2019,"Pelagic Fish","Carangidae","Jacks, pompanos","Artisanal",0.06287846
"American Samoa","ASM",2019,"Pelagic Fish","Caranx lugubris","Black jack","Artisanal",0.150762699
"American Samoa","ASM",2019,"Pelagic Fish","Carcharhinus longimanus","Oceanic whitetip shark","Artisanal",0.481518982
"American Samoa","ASM",2019,"Pelagic Fish","Carcharhinus melanopterus","Blacktip reef shark","Artisanal",0.049812308
"American Samoa","ASM",2019,"Pelagic Fish","Coryphaena hippurus","Common dolphinfish","Industrial",3.500918642
"American Samoa","ASM",2019,"Pelagic Fish","Elasmobranchii","Sharks, rays, skates","Artisanal",0.416121807
"American Samoa","ASM",2019,"Pelagic Fish","Isurus","Mako sharks","Artisanal",0.016604103
"American Samoa","ASM",2019,"Pelagic Fish","Lampris","Opahs","Artisanal",1.72649972
"American Samoa","ASM",2019,"Pelagic Fish","Mola mola","Ocean sunfish","Artisanal",0.016604103
"American Samoa","ASM",2019,"Pelagic Fish","Paracaesio stonei","Cocoa snapper","Artisanal",0.017370446
"American Samoa","ASM",2019,"Pelagic Fish","Prionace glauca","Blue shark","Artisanal",0.597747702
"American Samoa","ASM",2019,"Pelagic Fish","Sphyraena","Barracudas, sennets","Artisanal",0.876249595
"American Samoa","ASM",2019,"Pelagic Fish","Sphyrna","Hammerhead sharks","Artisanal",0.016604103
"Angola","AGO",2019,"Cephalopods","Cephalopoda","Squids, cuttlefishes, octopuses","Artisanal",87.06302787
"Angola","AGO",2019,"Cephalopods","Cephalopoda","Squids, cuttlefishes, octopuses","Industrial",196.5943168
"Angola","AGO",2019,"Cephalopods","Octopodidae","Octopuses","Artisanal",56.97450944
"Angola","AGO",2019,"Cephalopods","Octopodidae","Octopuses","Industrial",128.4259072
"Angola","AGO",2019,"Cephalopods","Teuthida","Squids","Artisanal",422.0626694
"Angola","AGO",2019,"Cephalopods","Teuthida","Squids","Industrial",950.7808709
"Angola","AGO",2019,"Crustaceans","Aristeus varidens","Striped red shrimp","Artisanal",256.9578355
"Angola","AGO",2019,"Crustaceans","Aristeus varidens","Striped red shrimp","Industrial",714.8004951
"Angola","AGO",2019,"Crustaceans","Decapoda","Crabs, lobsters, shrimps","Artisanal",1.311097498
"Angola","AGO",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Artisanal",38.83915981
"Angola","AGO",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Industrial",87.94833079
"Angola","AGO",2019,"Demersal Fish","Ariidae","Sea catfishes, coblers","Artisanal",594.7567238
"Angola","AGO",2019,"Demersal Fish","Ariidae","Sea catfishes, coblers","Industrial",1377.011549
"Angola","AGO",2019,"Demersal Fish","Brachydeuterus auritus","Bigeye grunt","Artisanal",442.6868615
"Angola","AGO",2019,"Demersal Fish","Brachydeuterus auritus","Bigeye grunt","Industrial",816.562291
"Angola","AGO",2019,"Demersal Fish","Caranx","Jacks","Artisanal",41.75726686
"Angola","AGO",2019,"Demersal Fish","Caranx hippos","Crevalle jack","Artisanal",1.94648794
"Angola","AGO",2019,"Demersal Fish","Caranx hippos","Crevalle jack","Industrial",4.407674266
"Angola","AGO",2019,"Demersal Fish","Cynoglossus","Tonguesoles","Artisanal",73.2040975
"Angola","AGO",2019,"Demersal Fish","Dasyatidae","Whiptail stingrays","Artisanal",510.6988197
"Angola","AGO",2019,"Demersal Fish","Dasyatidae","Whiptail stingrays","Industrial",1150.729474
"Angola","AGO",2019,"Demersal Fish","Epinephelus","Seabasses, hinds","Artisanal",177.3395032
"Angola","AGO",2019,"Demersal Fish","Galeoides decadactylus","Lesser African threadfin","Artisanal",92.27840446
"Angola","AGO",2019,"Demersal Fish","Haemulidae","Grunts, sweetlips, bonnetmouths","Artisanal",238.7140881
"Angola","AGO",2019,"Demersal Fish","Haemulidae","Grunts, sweetlips, bonnetmouths","Industrial",538.2697632
"Angola","AGO",2019,"Demersal Fish","Merluccius capensis","Shallow-water Cape hake","Artisanal",2915.16631
"Angola","AGO",2019,"Demersal Fish","Merluccius capensis","Shallow-water Cape hake","Industrial",8106.684358
"Angola","AGO",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Artisanal",35.5446999
"Angola","AGO",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Industrial",9.279314245
