"country","iso3c","year","genus_cat","scientific_name","common_name","production_sector","tonnes"
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Deania calcea","Birdbeak dogfish","Artisanal",3.085243428
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Diplodus","Two-toothed seabreams","Artisanal",43.98677849
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Elasmobranchii","Sharks, rays, skates","Artisanal",37.03307574
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Elasmobranchii","Sharks, rays, skates","Industrial",0.142990157
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Gaidropsarus","Rocklings","Industrial",0.001539558
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Gempylidae","Snake mackerels","Artisanal",0.001451941
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Gempylidae","Snake mackerels","Industrial",1.17
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Hexanchus griseus","Bluntnose sixgill shark","Industrial",6.612247883
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Hoplostethus atlanticus","Orange roughy","Industrial",0.002660777
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Isurus oxyrinchus","Shortfin mako","Artisanal",0.353096661
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Lepidocybium flavobrunneum","Escolar","Industrial",0.332586129
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Makaira nigricans","Blue marlin","Artisanal",0.167268904
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Marine pelagic fishes not identified","Pelagic fishes","Artisanal",0.024707582
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Micromesistius poutassou","Blue whiting","Industrial",0.117144316
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Mora moro","Common mora","Artisanal",0.116794564
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Mora moro","Common mora","Industrial",0.796921182
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Moridae","Codlings, moras","Industrial",0.001086162
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Pagellus acarne","Axillary seabream","Artisanal",36.66795836
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Pagellus bogaraveo","Blackspot seabream","Artisanal",450.4673974
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Pagrus pagrus","Red porgy","Artisanal",39.1014166
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Phycis phycis","Forkbeard","Artisanal",85.30641789
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Prionace glauca","Blue shark","Artisanal",1.049829401
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Prionace glauca","Blue shark","Industrial",42.08878225
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Promethichthys prometheus","Roudi escolar","Artisanal",0.000930996
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Ruvettus pretiosus","Oilfish","Artisanal",0.14422178
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Ruvettus pretiosus","Oilfish","Industrial",0.001675794
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Artisanal",0.127863823
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Artisanal",22
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Sarpa salpa","Salema","Artisanal",0.035078665
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Sphyrna zygaena","Smooth hammerhead","Artisanal",0.052212911
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Squaliformes","Bramble, sleeper, dogfish sharks","Industrial",0.000744797
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Tetrapturus pfluegeri","Longbill spearfish","Artisanal",0.026235328
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Thunnus alalunga","Albacore","Artisanal",0.007625798
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Thunnus albacares","Yellowfin tuna","Artisanal",3.248584795
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Thunnus obesus","Bigeye tuna","Artisanal",0.223624486
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Trachurus picturatus","Blue jack mackerel","Artisanal",1040
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Xiphias gladius","Swordfish","Artisanal",1.180671787
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Zenopsis conchifer","Silvery John dory","Industrial",0.08
"Azores Isl. (Portugal)","PRT",2019,"Pelagic Fish","Zeus faber","John dory","Artisanal",4.242766489
"Bahamas","BHS",2019,"Crustaceans","Menippe mercenaria","Black stone crab","Artisanal",41.38142593
"Bahamas","BHS",2019,"Crustaceans","Panulirus argus","Caribbean spiny lobster","Industrial",6537.006
"Bahamas","BHS",2019,"Demersal Fish","Balistes vetula","Queen triggerfish","Artisanal",7.305194692
"Bahamas","BHS",2019,"Demersal Fish","Caranx bartholomaei","Yellow jack","Artisanal",11.54377739
"Bahamas","BHS",2019,"Demersal Fish","Caranx crysos","Blue runner","Artisanal",11.54377739
"Bahamas","BHS",2019,"Demersal Fish","Epinephelus adscensionis","Rock hind","Artisanal",3.692221886
"Bahamas","BHS",2019,"Demersal Fish","Epinephelus morio","Red grouper","Artisanal",3.692221886
"Bahamas","BHS",2019,"Demersal Fish","Epinephelus striatus","Nassau grouper","Artisanal",108.4144494
"Bahamas","BHS",2019,"Demersal Fish","Haemulon","Grunts","Artisanal",6.67763559
"Bahamas","BHS",2019,"Demersal Fish","Haemulon album","White margate","Artisanal",27.37184002
"Bahamas","BHS",2019,"Demersal Fish","Haemulon plumierii","White grunt","Artisanal",6.67763559
"Bahamas","BHS",2019,"Demersal Fish","Haemulon sciurus","Bluestriped grunt","Artisanal",6.67763559
"Bahamas","BHS",2019,"Demersal Fish","Hyporthodus mystacinus","Misty grouper","Artisanal",3.692221886
"Bahamas","BHS",2019,"Demersal Fish","Lachnolaimus maximus","Hogfish","Artisanal",32.09188571
"Bahamas","BHS",2019,"Demersal Fish","Lutjanidae","Snappers","Artisanal",38.6535753
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus analis","Mutton snapper","Artisanal",38.65357529
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus apodus","Schoolmaster snapper","Artisanal",38.6535753
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus campechanus","Northern red snapper","Artisanal",38.6535753
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus griseus","Grey snapper","Artisanal",38.6535753
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus synagris","Lane snapper","Artisanal",38.65357529
"Bahamas","BHS",2019,"Demersal Fish","Lutjanus vivanus","Silk snapper","Artisanal",38.6535753
"Bahamas","BHS",2019,"Demersal Fish","Mycteroperca bonaci","Black grouper","Artisanal",3.323968584
"Bahamas","BHS",2019,"Demersal Fish","Mycteroperca venenosa","Yellowfin grouper","Artisanal",3.482372988
"Bahamas","BHS",2019,"Demersal Fish","Ocyurus chrysurus","Yellowtail snapper","Artisanal",38.6535753
"Bahamas","BHS",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",3.815352623
"Bahamas","BHS",2019,"Moluscs; Other","Hippospongia lachne","Sheepswool sponge","Industrial",476.5
"Bahamas","BHS",2019,"Moluscs; Other","Lobatus gigas","Pink conch","Artisanal",3571.2128845
"Bahamas","BHS",2019,"Moluscs; Other","Miscellaneous aquatic invertebrates","Aquatic invertebrates","Industrial",238.25
"Bahamas","BHS",2019,"Pelagic Fish","Selar crumenophthalmus","Bigeye scad","Artisanal",11.54377739
"Bahamas","BHS",2019,"Pelagic Fish","Sphyraena barracuda","Great barracuda","Artisanal",12.05832177
"Bahrain","BHR",2019,"Aquatic Animals; Others","Catostylus perezi","Banana jellyfish","Artisanal",1704
"Bahrain","BHR",2019,"Aquatic Animals; Others","Scyphozoa","True jellyfishes","Artisanal",1419.299905045
"Bahrain","BHR",2019,"Cephalopods","Loliginidae","Common pencil squids","Industrial",2.3890944
"Bahrain","BHR",2019,"Cephalopods","Sepia pharaonis","Pharaoh cuttlefish","Artisanal",190
"Bahrain","BHR",2019,"Cephalopods","Sepia pharaonis","Pharaoh cuttlefish","Industrial",8.524723199
"Bahrain","BHR",2019,"Crustaceans","Metapenaeus affinis","Jinga shrimp","Industrial",98.17006079
"Bahrain","BHR",2019,"Crustaceans","Parapenaeopsis stylifera","Kiddi shrimp","Industrial",80.7948288
"Bahrain","BHR",2019,"Crustaceans","Penaeus semisulcatus","Green tiger prawn","Artisanal",2800
"Bahrain","BHR",2019,"Crustaceans","Penaeus semisulcatus","Green tiger prawn","Industrial",608.7846912
"Bahrain","BHR",2019,"Crustaceans","Portunus pelagicus","Blue swimming crab","Industrial",423.0326016
"Bahrain","BHR",2019,"Crustaceans","Thenus orientalis","Flathead lobster","Artisanal",4
"Bahrain","BHR",2019,"Crustaceans","Thenus orientalis","Flathead lobster","Industrial",0.9230592
"Bahrain","BHR",2019,"Demersal Fish","Acanthopagrus berda","Goldsilk seabream","Artisanal",53
"Bahrain","BHR",2019,"Demersal Fish","Acanthopagrus bifasciatus","Twobar seabream","Artisanal",195
"Bahrain","BHR",2019,"Demersal Fish","Aetobatus narinari","Spotted eagle ray","Industrial",66.8584448
"Bahrain","BHR",2019,"Demersal Fish","Aetomylaeus maculatus","Mottled eagle ray","Industrial",66.8584448
"Bahrain","BHR",2019,"Demersal Fish","Aetomylaeus nichofii","Banded eagle ray","Industrial",66.8584448
"Bahrain","BHR",2019,"Demersal Fish","Alectis indica","Indian threadfish","Industrial",8.524723199
"Bahrain","BHR",2019,"Demersal Fish","Alepes","Crevalles","Industrial",30.406656
"Bahrain","BHR",2019,"Demersal Fish","Alepes djedaba","Shrimp scad","Artisanal",24
"Bahrain","BHR",2019,"Demersal Fish","Alepes djedaba","Shrimp scad","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Aluterus monoceros","Unicorn leatherjacket filefish","Industrial",0.3800832
"Bahrain","BHR",2019,"Demersal Fish","Ariidae","Sea catfishes, coblers","Industrial",223.3803264
"Bahrain","BHR",2019,"Demersal Fish","Bothus pantherinus","Leopard flounder","Artisanal",4
"Bahrain","BHR",2019,"Demersal Fish","Carangoides armatus","Longfin trevally","Industrial",8.0903424
"Bahrain","BHR",2019,"Demersal Fish","Carangoides malabaricus","Malabar trevally","Industrial",9.013401599
"Bahrain","BHR",2019,"Demersal Fish","Carcharhinus dussumieri","Whitecheek shark","Industrial",7.601664
"Bahrain","BHR",2019,"Demersal Fish","Chaetodontidae","Butterflyfishes","Industrial",0.1628928
"Bahrain","BHR",2019,"Demersal Fish","Cheimerius nufar","Santer seabream","Artisanal",95.00000001
"Bahrain","BHR",2019,"Demersal Fish","Chiloscyllium arabicum","Arabian carpetshark","Industrial",92.68600319
"Bahrain","BHR",2019,"Demersal Fish","Diagramma pictum","Painted sweetlips","Industrial",9.936460799
"Bahrain","BHR",2019,"Demersal Fish","Drepane punctata","Spotted sicklefish","Industrial",8.524723199
"Bahrain","BHR",2019,"Demersal Fish","Eleutheronema tetradactylum","Fourfinger threadfin","Industrial",0.4886784
"Bahrain","BHR",2019,"Demersal Fish","Ephippidae","Spade-, batfishes, scats","Industrial",0.47238912
"Bahrain","BHR",2019,"Demersal Fish","Epinephelus","Seabasses, hinds","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Epinephelus coioides","Orange-spotted grouper","Industrial",43.2208896
"Bahrain","BHR",2019,"Demersal Fish","Gerres longirostris","Strongspine silver-biddy","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Gnathanodon speciosus","Golden trevally","Artisanal",87
"Bahrain","BHR",2019,"Demersal Fish","Gnathanodon speciosus","Golden trevally","Industrial",5.701248
"Bahrain","BHR",2019,"Demersal Fish","Grammoplites suppositus","Spotfin flathead","Industrial",57.01248
"Bahrain","BHR",2019,"Demersal Fish","Himantura uarnak","Honeycomb stingray","Industrial",67.0168128
"Bahrain","BHR",2019,"Demersal Fish","Lethrinidae","Emperors, scavengers","Artisanal",240
"Bahrain","BHR",2019,"Demersal Fish","Lethrinus lentjan","Pink ear emperor","Artisanal",64
"Bahrain","BHR",2019,"Demersal Fish","Lethrinus lentjan","Pink ear emperor","Industrial",2.3890944
"Bahrain","BHR",2019,"Demersal Fish","Lethrinus microdon","Smalltooth emperor","Artisanal",37.99999999
"Bahrain","BHR",2019,"Demersal Fish","Lethrinus nebulosus","Spangled emperor","Artisanal",1030
"Bahrain","BHR",2019,"Demersal Fish","Lutjanidae","Snappers","Artisanal",31
"Bahrain","BHR",2019,"Demersal Fish","Lutjanus fulviflamma","Dory snapper","Industrial",1.4117376
"Bahrain","BHR",2019,"Demersal Fish","Lutjanus johnii","John's snapper","Industrial",12.8142336
"Bahrain","BHR",2019,"Demersal Fish","Lutjanus malabaricus","Malabar blood snapper","Industrial",0.4886784
"Bahrain","BHR",2019,"Demersal Fish","Lutjanus quinquelineatus","Five-lined snapper","Industrial",0.4343808
"Bahrain","BHR",2019,"Demersal Fish","Lutjanus russellii","Russell's snapper","Industrial",2.3890944
"Bahrain","BHR",2019,"Demersal Fish","Marine groundfishes not identified","Groundfishes","Industrial",6.1899264
"Bahrain","BHR",2019,"Demersal Fish","Mene maculata","Moonfish","Industrial",4.7238912
"Bahrain","BHR",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Artisanal",9.999999999
"Bahrain","BHR",2019,"Demersal Fish","Mullidae","Goatfishes","Artisanal",13
"Bahrain","BHR",2019,"Demersal Fish","Muraenesocidae","Pike congers","Industrial",6.6243072
"Bahrain","BHR",2019,"Demersal Fish","Muraenesox cinereus","Daggertooth pike conger","Industrial",14.2802688
"Bahrain","BHR",2019,"Demersal Fish","Nemipterus","Threadfin breams","Artisanal",138
"Bahrain","BHR",2019,"Demersal Fish","Nemipterus japonicus","Japanese threadfin bream","Industrial",90.29690879
"Bahrain","BHR",2019,"Demersal Fish","Netuma thalassina","Giant catfish","Artisanal",95.00000001
"Bahrain","BHR",2019,"Demersal Fish","Ophichthidae","Snake eels","Industrial",5.2125696
"Bahrain","BHR",2019,"Demersal Fish","Pastinachus sephen","Cowtail stingray","Industrial",67.0168128
"Bahrain","BHR",2019,"Demersal Fish","Perciformes","Perch-likes","Industrial",0.3800832
"Bahrain","BHR",2019,"Demersal Fish","Photopectoralis bindus","Orangefin ponyfish","Industrial",188.5393664
"Bahrain","BHR",2019,"Demersal Fish","Platax orbicularis","Orbicular batfish","Industrial",1.900416
"Bahrain","BHR",2019,"Demersal Fish","Platycephalidae","Flatheads","Artisanal",2
"Bahrain","BHR",2019,"Demersal Fish","Platycephalus indicus","Bartail flathead","Industrial",99.79898879
"Bahrain","BHR",2019,"Demersal Fish","Plectorhinchus","Sweetlips","Artisanal",76
"Bahrain","BHR",2019,"Demersal Fish","Plectorhinchus","Sweetlips","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Plectorhinchus pictus","Trout sweetlips","Artisanal",1
"Bahrain","BHR",2019,"Demersal Fish","Polynemidae","Threadfins","Industrial",8.3618304
"Bahrain","BHR",2019,"Demersal Fish","Pomacanthus maculosus","Yellowbar angelfish","Artisanal",365
"Bahrain","BHR",2019,"Demersal Fish","Pomadasys","Grunters","Industrial",2.8234752
"Bahrain","BHR",2019,"Demersal Fish","Pomadasys kaakan","Javelin grunter","Industrial",42.7865088
"Bahrain","BHR",2019,"Demersal Fish","Pomadasys stridens","Striped piggy","Industrial",280.447104
"Bahrain","BHR",2019,"Demersal Fish","Psettodes erumei","Indian halibut","Industrial",104.0342016
"Bahrain","BHR",2019,"Demersal Fish","Rhabdosargus haffara","Haffara seabream","Artisanal",237
"Bahrain","BHR",2019,"Demersal Fish","Rhynchobatus djiddensis","Giant guitarfish","Industrial",9.502079999
"Bahrain","BHR",2019,"Demersal Fish","Saurida","Lizardfishes","Industrial",95.99815679
"Bahrain","BHR",2019,"Demersal Fish","Scaridae","Parrotfishes","Artisanal",11
"Bahrain","BHR",2019,"Demersal Fish","Scolopsis taeniata","Black-streaked monocle bream","Industrial",3.3121536
"Bahrain","BHR",2019,"Demersal Fish","Scomberoides commersonnianus","Talang queenfish","Artisanal",120
"Bahrain","BHR",2019,"Demersal Fish","Scomberoides commersonnianus","Talang queenfish","Industrial",28.9949184
"Bahrain","BHR",2019,"Demersal Fish","Scorpaenidae","Scorpionfishes, rockfishes","Industrial",0.1628928
"Bahrain","BHR",2019,"Demersal Fish","Seriolina nigrofasciata","Blackbanded trevally","Artisanal",41.99999999
"Bahrain","BHR",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Artisanal",227
"Bahrain","BHR",2019,"Demersal Fish","Siganidae","Rabbitfishes","Artisanal",5853.882024
"Bahrain","BHR",2019,"Demersal Fish","Siganus sutor","Shoemaker spinefoot","Industrial",2.8234752
"Bahrain","BHR",2019,"Demersal Fish","Sillaginidae","Smelt-whitings","Artisanal",13
"Bahrain","BHR",2019,"Demersal Fish","Sillago sihama","Silver sillago","Industrial",19.00416
"Bahrain","BHR",2019,"Demersal Fish","Soleidae","Soles","Industrial",36.5965824
"Bahrain","BHR",2019,"Demersal Fish","Sparidentex hasta","Sobaity seabream","Artisanal",2
"Bahrain","BHR",2019,"Demersal Fish","Sphyraena forsteri","Bigeye barracuda","Industrial",14.2802688
"Bahrain","BHR",2019,"Demersal Fish","Sphyraena jello","Pickhandle barracuda","Industrial",12.3255552
"Bahrain","BHR",2019,"Demersal Fish","Sphyraena obtusata","Obtuse barracuda","Industrial",16.6150656
"Bahrain","BHR",2019,"Demersal Fish","Sphyraena putnamae","Sawtooth barracuda","Artisanal",6.000000001
"Bahrain","BHR",2019,"Demersal Fish","Synanceiidae","Stonefishes","Industrial",0.271488
"Bahrain","BHR",2019,"Demersal Fish","Synodontidae","Lizardfishes, sauries","Artisanal",3
"Bahrain","BHR",2019,"Demersal Fish","Terapon jarbua","Jarbua terapon","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Tetraodontidae","Puffers, tobies","Industrial",7.601664
"Bahrain","BHR",2019,"Demersal Fish","Trachinotus mookalee","Indian pompano","Industrial",3.800832
"Bahrain","BHR",2019,"Demersal Fish","Upeneus sulphureus","Sulphur goatfish","Industrial",12.8142336
"Bahrain","BHR",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",15489.81807
"Bahrain","BHR",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",1246.410458
"Bahrain","BHR",2019,"Moluscs; Other","Echinoidea","Sea urchins, sea hedgehogs","Industrial",8.0903424
"Bahrain","BHR",2019,"Moluscs; Other","Gastropoda","Sea snails","Industrial",7.601664
"Bahrain","BHR",2019,"Pelagic Fish","Ablennes hians","Flat needlefish","Artisanal",11
"Bahrain","BHR",2019,"Pelagic Fish","Anodontostoma chacunda","Chacunda gizzard shad","Industrial",49.410816
"Bahrain","BHR",2019,"Pelagic Fish","Ariomma indicum","Indian driftfish","Artisanal",350
"Bahrain","BHR",2019,"Pelagic Fish","Atule mate","Yellowtail scad","Industrial",0.7058688
"Bahrain","BHR",2019,"Pelagic Fish","Carangidae","Jacks, pompanos","Artisanal",30
"Bahrain","BHR",2019,"Pelagic Fish","Carangidae","Jacks, pompanos","Industrial",19.4928384
"Bahrain","BHR",2019,"Pelagic Fish","Carangoides chrysophrys","Longnose trevally","Industrial",10.4251392
"Bahrain","BHR",2019,"Pelagic Fish","Carcharhinidae","Requiem sharks","Artisanal",18
"Bahrain","BHR",2019,"Pelagic Fish","Chanos chanos","Milkfish","Artisanal",16
"Bahrain","BHR",2019,"Pelagic Fish","Chirocentrus nudus","Whitefin wolf-herring","Industrial",47.5104
"Bahrain","BHR",2019,"Pelagic Fish","Clupeidae","Herrings, sardines, menhadens","Artisanal",95
"Bahrain","BHR",2019,"Pelagic Fish","Drepane","Sicklefishes","Industrial",6.6243072
"Bahrain","BHR",2019,"Pelagic Fish","Dussumieria acuta","Rainbow sardine","Industrial",27.0945024
"Bahrain","BHR",2019,"Pelagic Fish","Gerreidae","Mojarras, silverbellies","Artisanal",67
"Bahrain","BHR",2019,"Pelagic Fish","Gerreidae","Mojarras, silverbellies","Industrial",9.502079999
"Bahrain","BHR",2019,"Pelagic Fish","Gerres","Silver biddies","Industrial",9.013401599
"Bahrain","BHR",2019,"Pelagic Fish","Hemiramphidae","Halfbeaks, garfishes","Artisanal",127
"Bahrain","BHR",2019,"Pelagic Fish","Hemiramphus archipelagicus","Jumping halfbeak","Industrial",0.1628928
"Bahrain","BHR",2019,"Pelagic Fish","Megalaspis cordyla","Torpedo scad","Industrial",4.7238912
"Bahrain","BHR",2019,"Pelagic Fish","Nematalosa nasus","Bloch's gizzard shad","Artisanal",285
"Bahrain","BHR",2019,"Pelagic Fish","Nematalosa nasus","Bloch's gizzard shad","Industrial",28.9949184
"Bahrain","BHR",2019,"Pelagic Fish","Otolithes ruber","Tigertooth croaker","Industrial",92.68600319
"Bahrain","BHR",2019,"Pelagic Fish","Pampus argenteus","Silver pomfret","Industrial",47.9990784
"Bahrain","BHR",2019,"Pelagic Fish","Parastromateus niger","Black pomfret","Industrial",37.5196416
"Bahrain","BHR",2019,"Pelagic Fish","Pelates quadrilineatus","Fourlined terapon","Artisanal",3
"Bahrain","BHR",2019,"Pelagic Fish","Rachycentron canadum","Cobia","Artisanal",32
"Bahrain","BHR",2019,"Pelagic Fish","Rastrelliger kanagurta","Indian mackerel","Industrial",0.9230592
"Bahrain","BHR",2019,"Pelagic Fish","Sardinella","Sardinellas","Industrial",20.4158976
"Bahrain","BHR",2019,"Pelagic Fish","Sardinella gibbosa","Goldstripe sardinella","Industrial",33.7188096
"Bahrain","BHR",2019,"Pelagic Fish","Scomberomorus commerson","Narrow-barred Spanish mackerel","Artisanal",73
"Bahrain","BHR",2019,"Pelagic Fish","Scomberomorus commerson","Narrow-barred Spanish mackerel","Industrial",221.2977488
"Bahrain","BHR",2019,"Pelagic Fish","Scomberomorus guttatus","Indo-Pacific king mackerel","Industrial",80.7948288
"Bahrain","BHR",2019,"Pelagic Fish","Scombroidei","Tunas, bonitos, billfishes","Artisanal",5
"Bahrain","BHR",2019,"Pelagic Fish","Seriola","Amberjacks","Artisanal",82
"Bahrain","BHR",2019,"Pelagic Fish","Sparidae","Porgies, seabreams","Artisanal",16
"Bahrain","BHR",2019,"Pelagic Fish","Tenualosa ilisha","Hilsa shad","Industrial",1.900416
"Bahrain","BHR",2019,"Pelagic Fish","Thryssa","Thryssas","Industrial",4.2895104
"Bahrain","BHR",2019,"Pelagic Fish","Trichiurus lepturus","Largehead hairtail","Industrial",83.1839232
"Bangladesh","BGD",2019,"Crustaceans","Acetes","Acetes shrimps","Artisanal",19694.23157
"Bangladesh","BGD",2019,"Crustaceans","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Artisanal",29716.79085252
"Bangladesh","BGD",2019,"Crustaceans","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Industrial",2941.004835
"Bangladesh","BGD",2019,"Demersal Fish","Ariidae","Sea catfishes, coblers","Artisanal",11690.01057
"Bangladesh","BGD",2019,"Demersal Fish","Ariidae","Sea catfishes, coblers","Industrial",538.6277924
"Bangladesh","BGD",2019,"Demersal Fish","Leptomelanosoma indicum","Indian threadfin","Artisanal",9222.569992
"Bangladesh","BGD",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",152569.642073
"Bangladesh","BGD",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",99062.31039
"Bangladesh","BGD",2019,"Pelagic Fish","Coilia dussumieri","Goldspotted grenadier anchovy","Artisanal",1476.444767
"Bangladesh","BGD",2019,"Pelagic Fish","Elasmobranchii","Sharks, rays, skates","Artisanal",3971.791529
"Bangladesh","BGD",2019,"Pelagic Fish","Elasmobranchii","Sharks, rays, skates","Industrial",1227.853111
"Bangladesh","BGD",2019,"Pelagic Fish","Engraulidae","Anchovies, round herrings","Artisanal",1476.444767
"Bangladesh","BGD",2019,"Pelagic Fish","Harpadon nehereus","Bombay-duck","Artisanal",77091.74623
"Bangladesh","BGD",2019,"Pelagic Fish","Harpadon nehereus","Bombay-duck","Industrial",1443.699088
"Bangladesh","BGD",2019,"Pelagic Fish","Pampus argenteus","Silver pomfret","Artisanal",42573.54242
"Bangladesh","BGD",2019,"Pelagic Fish","Pampus argenteus","Silver pomfret","Industrial",1079.872943
"Bangladesh","BGD",2019,"Pelagic Fish","Pterotolithus maculatus","Blotched tiger-toothed croaker","Artisanal",2784.213203
"Bangladesh","BGD",2019,"Pelagic Fish","Rastrelliger kanagurta","Indian mackerel","Artisanal",2326.863139
"Bangladesh","BGD",2019,"Pelagic Fish","Scomberomorus guttatus","Indo-Pacific king mackerel","Artisanal",2326.863139
"Bangladesh","BGD",2019,"Pelagic Fish","Setipinna taty","Scaly hairfin anchovy","Artisanal",1476.444767
"Bangladesh","BGD",2019,"Pelagic Fish","Tenualosa ilisha","Hilsa shad","Artisanal",318683.3106
"Bangladesh","BGD",2019,"Pelagic Fish","Tenualosa ilisha","Hilsa shad","Industrial",8044.672953
"Bangladesh","BGD",2019,"Pelagic Fish","Thryssa","Thryssas","Artisanal",1476.444767
"Barbados","BRB",2019,"Crustaceans","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Artisanal",0.19716556
"Barbados","BRB",2019,"Demersal Fish","Acanthurus","Surgeonfishes","Artisanal",48.67412236
"Barbados","BRB",2019,"Demersal Fish","Balistidae","Triggerfishes","Artisanal",36.50828985
"Barbados","BRB",2019,"Demersal Fish","Cantherhines","Mideye spined filefishes","Artisanal",4.453152485
"Barbados","BRB",2019,"Demersal Fish","Caranx ruber","Bar jack","Artisanal",7.562077416
"Barbados","BRB",2019,"Demersal Fish","Chaetodontidae","Butterflyfishes","Artisanal",1.230908669
"Barbados","BRB",2019,"Demersal Fish","Epinephelus adscensionis","Rock hind","Artisanal",1.647227848
"Barbados","BRB",2019,"Demersal Fish","Epinephelus guttatus","Red hind","Artisanal",1.647227848
"Barbados","BRB",2019,"Demersal Fish","Etelis oculatus","Queen snapper","Artisanal",16.26363524
"Barbados","BRB",2019,"Demersal Fish","Haemulidae","Grunts, sweetlips, bonnetmouths","Artisanal",2.252103513
"Barbados","BRB",2019,"Demersal Fish","Holocentrus adscensionis","Squirrelfish","Artisanal",0.599392146
"Barbados","BRB",2019,"Demersal Fish","Rhomboplites aurorubens","Vermilion snapper","Artisanal",15.52899077
"Barbados","BRB",2019,"Demersal Fish","Sphyraenidae","Barracudas","Artisanal",1.305672713
"Barbados","BRB",2019,"Demersal Fish","Sphyraenidae","Barracudas","Industrial",2.740019867
"Barbados","BRB",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",519.52125948
"Barbados","BRB",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",785.510163353
"Barbados","BRB",2019,"Moluscs; Other","Mollusca","Clams, seasnails, squids, octopuses","Artisanal",0.19716556
"Barbados","BRB",2019,"Pelagic Fish","Acanthocybium solandri","Wahoo","Artisanal",5.991057314
"Barbados","BRB",2019,"Pelagic Fish","Acanthocybium solandri","Wahoo","Industrial",5.499411269
"Barbados","BRB",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Artisanal",14.77603678
"Barbados","BRB",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Industrial",31.00825649
